pk, brand, type, name, colorway, image, release_date, retail_price, ticker, total_sales, url, year_high, year_low, avg_sale_price, premium
13457, Nike, Lebron, LeBron 15 Cereal, Multi-Color/White, https://stockx-360.imgix.net/Nike-LeBron-15-Multi-Color/Images/Nike-LeBron-15-Multi-Color/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546676311, 2018-03-30, 185, L15-CRL, 919, https://www.stockx.com/nike-lebron-15-multi-color, 369, 140, 221, 0
13459, Jordan, 1, Jordan 1 Mid South Beach, Turbo Green/Black-Hyper Pink-Orange Peel, https://stockx-360.imgix.net/Air-Jordan-1-Mid-South-Beach/Images/Air-Jordan-1-Mid-South-Beach/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1539106008, 2018-10-01, 120, AJ1M-SB, 4793, https://www.stockx.com/air-jordan-1-mid-south-beach, 280, 75, 155, 29.17
13470, Nike, Kobe, Kobe 1 Protro Mamba Day, Black/Metallic Gold, https://stockx-360.imgix.net/Nike-Kobe-1-Protro-Mamba-Day/Images/Nike-Kobe-1-Protro-Mamba-Day/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546676021, 2018-04-13, 175, KB1PRTRO-MBADAY, 828, https://www.stockx.com/nike-kobe-1-protro-mamba-day, 450, 85, 248, 0
13477, Nike, Foamposite, Air Foamposite Pro All-Star (2018), Vast Grey/Black-Vast Grey, https://stockx-360.imgix.net/Nike-Air-Foamposite-Pro-All-Star-2018/Images/Nike-Air-Foamposite-Pro-All-Star-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-15, 250, FOAMPRO-AS18, 1788, https://www.stockx.com/nike-air-foamposite-pro-all-star-2018, 400, 100, 200, -100
13492, Adidas, Ultraboost, adidas Ultra Boost 4.0 Navy Multi-Color, Collegiate Navy/Collegiate Navy/Ash Blue, https://stockx.imgix.net/Adidas-Ultra-Boost-4-0-Navy-Multi-Color.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2017-11-30, 180, AD-UB4-0NVMC, 928, https://www.stockx.com/adidas-ultra-boost-4-0-navy-multi-color, 225, 70, 150, -100
13544, Jordan, Other, Jordan Why Not 0.2 Future History, Multi-Color/Total Crimson-Sail, https://stockx-360.imgix.net/Air-Jordan-Why-Not-0-2-Multi-Color/Images/Air-Jordan-Why-Not-0-2-Multi-Color/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1549049951, 2019-01-10, 125, YNT2-MC, 746, https://www.stockx.com/air-jordan-why-not-0-2-multi-color, 235, 111, 157, 0
13565, Jordan, 1, Jordan 1 Retro High Bred Toe (GS), Gym Red/Black-Summit White, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Bred-Toe-GS/Images/Air-Jordan-1-Retro-High-Bred-Toe-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-24, 120, AJ1H-BREDTOEGS, 7466, https://www.stockx.com/air-jordan-1-retro-high-bred-toe-gs, 550, 125, 217, 0
13572, Nike, Lebron, LeBron Zoom Soldier 1 Think 16 (25 Straight), Midnight Navy/White-Midnight Navy, https://stockx-360.imgix.net/Nike-LeBron-Zoom-Soldier-1-Think-16-30-Straight/Images/Nike-LeBron-Zoom-Soldier-1-Think-16-30-Straight/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-31, 150, LZS1-THNK16, 1108, https://www.stockx.com/nike-lebron-zoom-soldier-1-think-16-30-straight, 355, 85, 168, 0
13655, Adidas, Yeezy, adidas Yeezy 500 Super Moon Yellow, Super Moon Yellow/Super Moon Yellow/Super Moon Yellow, https://stockx-360.imgix.net/Adidas-Yeezy-500-Desert-Rat-Moon-Yellow/Images/Adidas-Yeezy-500-Desert-Rat-Moon-Yellow/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-09, 200, YZY500-YLLW, 12408, https://www.stockx.com/adidas-yeezy-500-desert-rat-moon-yellow, 1500, 166, 255, 0
13707, Nike, Basketball, Kyrie 5 Concepts Ikhet (Special Box), Multi-Color/Multi-Color, https://stockx-360.imgix.net/Nike-Kyrie-5-Concepts-Ikhet-Special-Box/Images/Nike-Kyrie-5-Concepts-Ikhet-Special-Box/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546094117, 2018-12-26, 140, NK-K5CIKHTSBX, 1062, https://www.stockx.com/nike-kyrie-5-concepts-ikhet-special-box, 600, 141, 227, 0
13709, Nike, Other, Nike Zoom Fly Off-White, White/White-Muslin, https://stockx-360.imgix.net/nike-zoom-fly-off-white_TruView/Images/nike-zoom-fly-off-white_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-01, 170, ZMFLY-OFFWHT, 745, https://www.stockx.com/nike-zoom-fly-off-white, 1500, 401, 681, 300
13749, Jordan, 1, Jordan 1 Mid Top 3 (GS), White/Black-Hyper Royal-University Red-Metallic Silver, https://stockx-360.imgix.net/Air-Jordan-1-Mid-Top-3-GS/Images/Air-Jordan-1-Mid-Top-3-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1547151558, 2019-01-01, 90, AJ1M-TP3GS, 565, https://www.stockx.com/air-jordan-1-mid-top-3-gs, 180, 80, 106, 0
13755, Jordan, 4, Jordan 4 Retro Levi's Black (GS) (Levi's Tag), Black/Black-Black, https://stockx.imgix.net/Air-Jordan-4-Retro-Levis-Black-GS-WT-1.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2018-06-30, 200, AJ4-LEVISBLKGS, 646, https://www.stockx.com/air-jordan-4-retro-levis-black-gs, 300, 100, 175, -100
13799, Nike, Air Max, Air Max 97 Metallic Gold (W), Metallic Gold/Varsity Red-White-Back, https://stockx.imgix.net/Nike-Air-Max-97-Metallic-Gold-2018-W.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2018-05-17, 160, AM97-METGOLD18W, 662, https://www.stockx.com/nike-air-max-97-metallic-gold-2018-w, 349, 95, 170, 0
13821, Nike, Air Force, Air Force 1 Low De Lo Mio, White/White-Game Royal-University Red, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-De-Lo-Mio/Images/Nike-Air-Force-1-Low-De-Lo-Mio/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546587291, 2018-11-17, 165, NK-AF1LDLM, 1522, https://www.stockx.com/nike-air-force-1-low-de-lo-mio, 480, 165, 257, 0
13838, Nike, Basketball, Kyrie 5 Taco PE, Multi-Color/Multi-Color, https://stockx-360.imgix.net/Nike-Kyrie-5-Taco-PE/Images/Nike-Kyrie-5-Taco-PE/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546676181, 2018-11-16, 130, KYR5-TACO, 1707, https://www.stockx.com/nike-kyrie-5-taco-pe, 500, 103, 158, 0
13871, Jordan, 1, Jordan 1 Retro High Court Purple, Court Purple/Black-Sail, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Court-Purple/Images/Air-Jordan-1-Retro-High-Court-Purple/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-09-22, 160, AJ1H-CRTPRPL, 11165, https://www.stockx.com/air-jordan-1-retro-high-court-purple, 2000, 181, 328, 100
13875, Adidas, NMD, adidas Human Race NMD Pharrell Sun Glow, Sun Glow/Core Black/Equipment Yellow, https://stockx.imgix.net/Adidas-Human-Race-NMD-Pharrell-Sun-Glow.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2017-11-11, 240, HMNRCNMD-SUNGLW, 910, https://www.stockx.com/adidas-human-race-nmd-pharrell-sun-glow, 570, 200, 350, 0
13905, Nike, Air Force, Lunar Force 1 Low Acronym (AF100), White/White, https://stockx-360.imgix.net/nike-lunar-force-1-low-acronym-af100_TruView/Images/nike-lunar-force-1-low-acronym-af100_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-03, 200, NK-LF1LAAF100, 750, https://www.stockx.com/nike-lunar-force-1-low-acronym-af100, 484, 150, 259, 0
13924, Jordan, 5, Jordan 5 Retro White Cement, White/University Red-Black-Matte Silver, https://stockx-360.imgix.net/air-jordan-5-retro-white-cement_TruView/Images/air-jordan-5-retro-white-cement_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-08-05, 190, AJ5-WHTCMNT, 827, https://www.stockx.com/air-jordan-5-retro-white-cement, 325, 100, 188, -100
13935, Jordan, 6, Jordan 6 Retro Black Cat, Black/Black-White, https://stockx-360.imgix.net/air-jordan-6-retro-black-cat_TruView/Images/air-jordan-6-retro-black-cat_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-12-30, 190, AJ6-BLKCAT, 573, https://www.stockx.com/air-jordan-6-retro-black-cat, 300, 121, 191, 0
13956, Jordan, 1, Jordan 1 Retro High Off-White University Blue, White/Dark Powder Blue-Cone, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Off-White-University-Blue/Images/Air-Jordan-1-Retro-High-Off-White-University-Blue/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-23, 190, NK-AJ1RHOWTUBL, 18751, https://www.stockx.com/air-jordan-1-retro-high-off-white-university-blue, 3680, 430, 852, 348.42
13973, Jordan, 6, Jordan 6 Retro Alternate Hare, White/Gym Red-Pure Platinum, https://stockx-360.imgix.net/Air-Jordan-6-Retro-Alternate-Hare/Images/Air-Jordan-6-Retro-Alternate-Hare/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546679255, 2017-03-11, 190, AJ6-HARE, 608, https://www.stockx.com/air-jordan-6-retro-alternate-hare, 350, 100, 194, 0
13981, Jordan, 1, Jordan 1 Retro High Pine Green, Pine Green/Sail-Black, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Pine-Green/Images/Air-Jordan-1-Retro-High-Pine-Green/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538777452, 2018-09-22, 160, AJ1H-PNEGRN, 19144, https://www.stockx.com/air-jordan-1-retro-high-pine-green, 500, 130, 260, 0
14035, Nike, Basketball, Air More Uptempo Black Reflective (2018), Black/Black-Black, https://stockx-360.imgix.net/nike-air-more-uptempo-black-reflective-2018_TruView/Images/nike-air-more-uptempo-black-reflective-2018_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-17, 160, NK-AMUBR18, 899, https://www.stockx.com/nike-air-more-uptempo-black-reflective-2018, 280, 91, 158, -100
14054, Jordan, 6, Jordan 6 Retro UNC, Black/University Blue, https://stockx-360.imgix.net/Air-Jordan-6-Retro-Unc_TruView/Images/Air-Jordan-6-Retro-Unc_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546754431, 2017-12-02, 190, AJ6-UNC, 1330, https://www.stockx.com/air-jordan-6-retro-unc, 311, 133, 212, 0
14066, Nike, Foamposite, Air Foamposite One Denim, Obsidian/Black-University Red, https://stockx-360.imgix.net/Nike-Air-Foamposite-One-Denim/Images/Nike-Air-Foamposite-One-Denim/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544833570, 2018-09-28, 230, FOAM1-DENIM, 762, https://www.stockx.com/nike-air-foamposite-one-denim, 260, 90, 165, -100
14135, Adidas, Other, adidas EQT Support Adv Gucci, Utility Black/Light Scarlet/Core Green, https://stockx-360.imgix.net/Adidas-EQT-Support-Adv-Gucci/Images/Adidas-EQT-Support-Adv-Gucci/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-01-01, 110, EQTSPTADV-GUCCI, 807, https://www.stockx.com/adidas-eqt-support-adv-gucci, 225, 69, 111, 0
14141, Jordan, 4, Jordan 4 Retro 30th Anniversary Laser, Laser White/Chrome-Metallic Silver, https://stockx-360.imgix.net/air-jordan-4-retro-30-anniversary-laser_TruView/Images/air-jordan-4-retro-30-anniversary-laser_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1549053733, 2015-02-13, 250, AJ4-ANVLZR, 784, https://www.stockx.com/jordan-4-retro-30th-anniversary-laser, 350, 141, 217, -100
14185, Jordan, 1, Jordan 1 Retro High "Not for Resale" Varsity Red, Sail/Black-Varsity Red, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-No-Ls-Varsity-Red/Images/Air-Jordan-1-Retro-High-No-Ls-Varsity-Red/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546583537, 2018-11-07, 160, AJ1H-NOLSRD, 5342, https://www.stockx.com/air-jordan-1-retro-high-no-ls-varsity-red, 1000, 350, 599, 200
14187, Nike, SB, Nike SB Dunk Low Staple Panda Pigeon, Black/White-Green Gusto, https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Panda-Pigeon/Images/Nike-SB-Dunk-Low-Panda-Pigeon/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546972671, 2019-01-15, 100, SBDNKL-PP, 2445, https://www.stockx.com/nike-sb-dunk-low-panda-pigeon, 598, 236, 311, 200
14222, Jordan, 11, Jordan 11 Retro Low Derek Jeter RE2PECT, Binary Blue/Binary Blue-Sail, https://stockx-360.imgix.net/Air-Jordan-11-Retro-Low-Derek-Jeter-RE2PECT/Images/Air-Jordan-11-Retro-Low-Derek-Jeter-RE2PECT/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1549050349, 2018-05-14, 200, AJ11L-JETER, 4483, https://www.stockx.com/air-jordan-11-retro-low-derek-jeter-re2pect, 700, 141, 215, 0
14227, Jordan, 1, Jordan 1 Retro Top 3, Black/Varsity Red-Varsity Royal, https://stockx-360.imgix.net/air-jordan-1-retro-top-3_TruView/Images/air-jordan-1-retro-top-3_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-11-28, 160, AJ1-TOP3, 1461, https://www.stockx.com/air-jordan-1-retro-top-3, 599, 150, 424, 100
14246, Jordan, 1, Jordan 1 Mid Bred Multi-Color, White/University Red-Black-Turbo Green, https://stockx-360.imgix.net/Air-Jordan-1-Mid-Bred-Multi-Color/Images/Air-Jordan-1-Mid-Bred-Multi-Color/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1547700353, 2019-01-16, 110, AJ1M-BRMC, 501, https://www.stockx.com/air-jordan-1-mid-bred-multi-color, 225, 101, 151, 0
14299, Jordan, 6, Jordan 6 Retro All Star 2017 "Chameleon", Black/Black-Metallic Silver-White, https://stockx-360.imgix.net/air-jordan-6-retro-all-star-2017_TruView/Images/air-jordan-6-retro-all-star-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-02-19, 225, AJ6-ASG17, 937, https://www.stockx.com/air-jordan-6-retro-all-star-2017, 322, 90, 145, -100
14304, Jordan, 1, Jordan 1 Retro High Rookie of the Year, Golden Harvest/Black-Sail, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Rookie-Of-The-Year/Images/Air-Jordan-1-Retro-High-Rookie-Of-The-Year/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1540493582, 2018-11-17, 160, AJ1H-ROY, 19753, https://www.stockx.com/air-jordan-1-retro-high-rookie-of-the-year, 800, 145, 246, 0
14364, Jordan, 1, Jordan 1 Retro High Gatorade Rush Violet, Rush Violet/Rush Violet, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Gatorade-Rush-Violet/Images/Air-Jordan-1-Retro-High-Gatorade-Rush-Violet/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-26, 175, AJ1H-G8RDRSHVLT, 679, https://www.stockx.com/air-jordan-1-retro-high-gatorade-rush-violet, 260, 77, 120, -100
14444, Jordan, 1, Jordan 1 Retro High Paris Saint Germain, Black/Black-White-Challenge Red, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Paris-Saint-Germain/Images/Air-Jordan-1-Retro-High-Paris-Saint-Germain/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546583562, 2018-11-06, 160, AJ1H-PSG, 1491, https://www.stockx.com/air-jordan-1-retro-high-paris-saint-germain, 500, 115, 174, 0
14465, Jordan, 13, Jordan 13 Retro Black Cat, Black/Anthracite-Black, https://stockx-360.imgix.net/air-jordan-13-retro-black-cat_TruView/Images/air-jordan-13-retro-black-cat_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-01-21, 190, AJ13-BLKCAT, 819, https://www.stockx.com/air-jordan-13-black-cat, 309, 81, 221, 0
14559, Adidas, NMD, adidas Human Race NMD Pharrell Blank Canvas, Cream White/Running White/Running White, https://stockx-360.imgix.net/adidas-human-race-nmd-pharrell-cream_TruView/Images/adidas-human-race-nmd-pharrell-cream_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-23, 250, HMNRCNMD-CREAM, 2921, https://www.stockx.com/adidas-human-race-nmd-pharrell-cream, 875, 220, 438, 0
14562, Jordan, 9, Jordan 9 Retro City of Flight, Black/Black-Summit White-Metallic Gold, https://stockx-360.imgix.net/Air-Jordan-9-Retro-All-Star-2018/Images/Air-Jordan-9-Retro-All-Star-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-03, 190, AJ9-COF, 1207, https://www.stockx.com/air-jordan-9-retro-all-star-2018, 299, 85, 153, -100
14602, Nike, Air Max, Air Max 97 Off-White, White/Cone-Ice Blue, https://stockx-360.imgix.net/Nike-Air-Max-97-Off-White/Images/Nike-Air-Max-97-Off-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545234240, 2017-11-01, 190, AM97-OFFWHT, 969, https://www.stockx.com/nike-air-max-97-off-white, 1500, 580, 811, 300
14612, Other, Vans, Vans Sk8-Hi Supreme Skull Pile (Green), Black/Green, https://stockx-360.imgix.net/vans-sk8-hi-supreme-skull-pile-green_TruView/Images/vans-sk8-hi-supreme-skull-pile-green_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-01, 110, VN-S8HSSPG, 1065, https://www.stockx.com/vans-sk8-hi-supreme-skull-pile-green, 300, 112, 167, 0
14647, Nike, Air Max, Air Max 1 Anniversary Red (2017-2018 Restock Pair), White/University Red-Neutral Grey-Black, https://stockx-360.imgix.net/nike-air-max-1-anniversary-red-2017-restock_TruView/Images/nike-air-max-1-anniversary-red-2017-restock_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-09-21, 140, AM1-RED17PT2, 3264, https://www.stockx.com/nike-air-max-1-anniversary-red-2017-restock, 345, 86, 145, 0
14677, Nike, SB, Nike SB Dunk Low Diamond Supply Co White Diamond, White/Chrome-White-Tropical Twist, https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Diamond-Supply-Co-White-Diamond/Images/Nike-SB-Dunk-Low-Diamond-Supply-Co-White-Diamond/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546677730, 2018-11-10, 100, SBDNKL-WHDMND, 2025, https://www.stockx.com/nike-sb-dunk-low-diamond-supply-co-white-diamond, 800, 150, 216, 100
14720, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Beluga, Steeple Gray/Beluga/Solar Red, https://stockx-360.imgix.net/Yeezy-Boost-350-Low-V2-Beluga_TruView/Images/Yeezy-Boost-350-Low-V2-Beluga_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-09-24, 220, YZY350V2-BLG, 1435, https://www.stockx.com/adidas-yeezy-boost-350-v2-steeple-grey-beluga-solar-red, 1315, 500, 741, 200
14744, Nike, Lebron, LeBron 15 Red Diamond Turf, University Red/White-Black, https://stockx-360.imgix.net/Nike-LeBron-15-Red-Diamond-Turf/Images/Nike-LeBron-15-Red-Diamond-Turf/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-09, 200, L15-DMNDTRFRD, 1489, https://www.stockx.com/nike-lebron-15-red-diamond-turf, 365, 117, 205, 0
14747, Nike, Air Max, Air Max 270 Betrue (2018), Purple Dawn/Black-Pink Blast-Multi-Color, https://stockx-360.imgix.net/Nike-Air-Max-270-Betrue-2018/Images/Nike-Air-Max-270-Betrue-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-23, 160, AM270-BETRUE18, 920, https://www.stockx.com/nike-air-max-270-betrue-2018, 450, 145, 238, 0
14816, Jordan, 13, Jordan 13 Retro OG Chicago (2017), White/Black-True Red, https://stockx-360.imgix.net/air-jordan-13-retro-og-chicago-2017_TruView/Images/air-jordan-13-retro-og-chicago-2017_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548445033, 2017-02-18, 190, AJ13-OGCHI17, 1295, https://www.stockx.com/air-jordan-13-retro-og-chicago-2017, 255, 71, 182, -100
14825, Nike, Lebron, LeBron 11 What the LeBron, Black Lava/Silver Ice-Galaxy Blue, https://stockx-360.imgix.net/nike-lebron-11-what-the-lebron_TruView/Images/nike-lebron-11-what-the-lebron_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2014-09-13, 250, LB11-WTL, 522, https://www.stockx.com/lebron-11-what-the-lebron, 455, 165, 256, 0
14873, Nike, Basketball, Air Fear Of God 1 SA Light Bone Black, Light Bone/Black-White, https://stockx-360.imgix.net/Nike-Air-Fear-Of-God-1-SA-Light-Bone-Black/Images/Nike-Air-Fear-Of-God-1-SA-Light-Bone-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1548263712, 2019-01-19, 300, FOG1SA-LBBK, 516, https://www.stockx.com/nike-air-fear-of-god-1-sa-light-bone-black, 990, 435, 503, 0
14882, Other, Converse, Converse Chuck Taylor All-Star 70s Hi Kith x Coca Cola Yellow, Golden Rod/Garnet-Egret, https://stockx-360.imgix.net/Converse-Chuck-Taylor-All-Star-70s-Hi-Kith-Yellow/Images/Converse-Chuck-Taylor-All-Star-70s-Hi-Kith-Yellow/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-18, 150, CTAS70H-KITHYLW, 582, https://www.stockx.com/converse-chuck-taylor-all-star-70s-hi-kith-china, 579, 195, 329, 100
14885, Nike, Air Max, Air Max 90 Atmos We Love Nike (Bright Crimson), Black/Bright Crimson-White, https://stockx-360.imgix.net/Nike-Air-Max-90-Atmos-We-Love-Nike-Bright-Crimson/Images/Nike-Air-Max-90-Atmos-We-Love-Nike-Bright-Crimson/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-17, 140, NK-AM90AWLNBC, 710, https://www.stockx.com/nike-air-max-90-atmos-we-love-nike-bright-crimson, 300, 30, 123, -100
14895, Nike, Air Max, Air Max 93 Menthol (2018), White/Sport Turquoise-Black, https://stockx-360.imgix.net/Nike-Air-Max-93-Menthol-2018/Images/Nike-Air-Max-93-Menthol-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-02, 130, AM93-MNTHL18, 526, https://www.stockx.com/nike-air-max-93-menthol-2018, 240, 40, 115, -100
14911, Nike, Air Max, Air Max 1 Just Do It Pack White, White/White-Total Orange, https://stockx.imgix.net/Nike-Air-Max-1-Just-Do-It-Pack-White.jpeg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2018-06-28, 130, AM1-JDIWHT, 943, https://www.stockx.com/nike-air-max-1-just-do-it-pack-white, 250, 83, 150, 0
14923, Nike, Air Force, Air Force 1 Low Travis Scott Sail, Sail/Sail-Gum Light Brown, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Travis-Scott-Sail/Images/Nike-Air-Force-1-Low-Travis-Scott-Sail/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-10, 150, AF1L-TCSAIL, 9607, https://www.stockx.com/nike-air-force-1-low-travis-scott-sail, 660, 185, 313, 100
14952, Nike, Air Max, Air VaporMax 2 Black White, Black/Black-White, https://stockx-360.imgix.net/Nike-Air-VaporMax-2-Black-White/Images/Nike-Air-VaporMax-2-Black-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-22, 190, VPRMX2-BLKWHT, 1298, https://www.stockx.com/nike-air-vapormax-2-black-white, 300, 90, 182, -100
14956, Nike, Air Force, Air Force 1 High Sheed Think 16 (Rude Awakening), White/Bluejay, https://stockx-360.imgix.net/Nike-Air-Force-1-High-Sheed-Think-16-Rude-Awakening/Images/Nike-Air-Force-1-High-Sheed-Think-16-Rude-Awakening/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-26, 130, AF1HSHD-THNK16, 860, https://www.stockx.com/nike-air-force-1-high-sheed-think-16-rude-awakening, 450, 67, 144, 0
14963, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Black Red Infant (I), Core Black/Core Black/Red, https://stockx-360.imgix.net/adidas-yeezy-boost-350-v2-core-black-red-2017-i_TruView/Images/adidas-yeezy-boost-350-v2-core-black-red-2017-i_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-02-11, 140, AD-YB350VCBR17I, 638, https://www.stockx.com/adidas-yeezy-boost-350-v2-core-black-red-2017-i, 401, 160, 222, 0
14978, Nike, Air Max, Air VaporMax Plus Rainbow, White/White-Neptune Blue-Dynamic Yellow, https://stockx-360.imgix.net/Nike-Air-Vapormax-Plus-Rainbow/Images/Nike-Air-Vapormax-Plus-Rainbow/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-26, 190, VPRMXPLS-RNBW, 950, https://www.stockx.com/nike-air-vapormax-plus-rainbow, 340, 125, 201, 0
14980, Jordan, 13, Jordan 13 Retro Low Clot Sepia Stone, Sepia Stone/Terra Blush-Canteen, https://stockx-360.imgix.net/Air-Jordan-13-Retro-Low-Clot-Sepia-Stone/Images/Air-Jordan-13-Retro-Low-Clot-Sepia-Stone/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545071245, 2018-12-13, 200, AJ13-CTSS, 2214, https://www.stockx.com/air-jordan-13-retro-low-clot-sepia-stone, 600, 228, 342, 0
15017, Jordan, 15, Jordan 15 Retro Doernbecher (2018), Black/White-Metallic Gold, https://stockx-360.imgix.net/Air-Jordan-15-Retro-Doernbecher-2018/Images/Air-Jordan-15-Retro-Doernbecher-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546754586, 2018-12-14, 190, AJ15-DB18, 836, https://www.stockx.com/air-jordan-15-retro-doernbecher-2018, 425, 165, 233, 0
15070, Jordan, 4, Jordan 4 Retro Levi's Black (Levi's Tag), Black/Black-Black, https://stockx-360.imgix.net/Air-Jordan-4-Retro-Levis-Black/Images/Air-Jordan-4-Retro-Levis-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-30, 225, AJ4-LEVISBLK, 3630, https://www.stockx.com/air-jordan-4-retro-levis-black, 1750, 229, 318, 0
