pk, brand, type, name, colorway, image, release_date, retail_price, ticker, total_sales, url, year_high, year_low, avg_sale_price, premium
9169, Nike, Foamposite, Air Foamposite Pro Black Metallic Gold, Black/Metallic Gold-Black, https://stockx-360.imgix.net/Nike-Air-Foamposite-Pro-Black-Metallic-Gold/Images/Nike-Air-Foamposite-Pro-Black-Metallic-Gold/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546587172, 2018-11-17, 230, FOAMP-BMGLD, 947, https://www.stockx.com/nike-air-foamposite-pro-black-metallic-gold, 360, 130, 204, -100
9173, Nike, Basketball, Nike Blazer Mid LA vs. NYC, Black/White-Black, https://stockx-360.imgix.net/Nike-Blazer-Mid-LA-Vs-NYC/Images/Nike-Blazer-Mid-LA-Vs-NYC/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545966731, 2018-10-10, 120, BLZM-LANYC, 578, https://www.stockx.com/nike-blazer-mid-la-vs-nyc, 275, 78, 142, 0
9218, Jordan, 1, Jordan 1 Retro High Pine Green (GS), Pine Green/Sail-Black, https://stockx-360.imgix.net/Air-Jordan-1-Retro-High-Pine-Green-GS/Images/Air-Jordan-1-Retro-High-Pine-Green-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538777257, 2018-09-22, 120, AJ1H-PNGRNGS, 2171, https://www.stockx.com/air-jordan-1-retro-high-pine-green-gs, 400, 202, 268, 100
9269, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Static Reflective, Static/Static/Static, https://stockx-360.imgix.net/Adidas-Yeezy-Boost-350-V2-Static-Reflective/Images/Adidas-Yeezy-Boost-350-V2-Static-Reflective/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545956613, 2018-12-26, 220, Y350BV2-STRF, 11362, https://www.stockx.com/adidas-yeezy-boost-350-v2-static-reflective, 2000, 303, 465, 100
9337, Jordan, 1, Jordan 1 Retro Bred 2016 "Banned" (GS), Black/Varsity Red-White, https://stockx-360.imgix.net/air-jordan-1-retro-bred-2016-gs_TruView/Images/air-jordan-1-retro-bred-2016-gs_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-09-03, 120, AJ1-BRED16GS, 654, https://www.stockx.com/air-jordan-1-retro-bred-2016-gs, 430, 181, 284, 100
9419, Nike, Air Force, Air Force 1 Low Swoosh Pack All-Star 2018 (Black), Black/Black-Black, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-All-Star-2018-Black/Images/Nike-Air-Force-1-Low-All-Star-2018-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544833639, 2018-02-15, 110, AF1L-AS18BLK, 819, https://www.stockx.com/nike-air-force-1-low-all-star-2018-black, 395, 100, 175, 0
9453, Nike, SB, Nike SB Dunk High Premier Win Some Lose Some, Vachetta Tan/White-Jersey Gold, https://stockx-360.imgix.net/Nike-SB-Dunk-High-Premier-Win-Some-Lose-Some/Images/Nike-SB-Dunk-High-Premier-Win-Some-Lose-Some/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-18, 110, NK-SBDHPWSLS, 747, https://www.stockx.com/nike-sb-dunk-high-premier-win-some-lose-some, 250, 90, 147, 0
9475, Nike, Air Max, Air Max 97 South Beach, White/Pink Blast-Kinetic Green-Black, https://stockx-360.imgix.net/nike-air-max-97-south-beach_TruView/Images/nike-air-max-97-south-beach_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-01, 160, AM97-STHBCH, 2252, https://www.stockx.com/nike-air-max-97-south-beach, 365, 60, 199, 0
9481, Adidas, NMD, adidas NMD R1 A Ma Maniere x Invincible Cashmere Wool, Core Black/Night Grey/Core Black, https://stockx-360.imgix.net/Adidas-NMD-R1-A-Ma-Maniere-X-Invincible-Cashmere-Wool/Images/Adidas-NMD-R1-A-Ma-Maniere-X-Invincible-Cashmere-Wool/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-16, 180, AD-NMDR1AMMICW, 540, https://www.stockx.com/adidas-nmd-r1-a-ma-maniere-x-invincible-cashmere-wool, 335, 105, 170, -100
9507, Nike, Air Max, Air Max 95 OG Solar Red (2018), White/Solar Red-Neutral Grey-Medium Grey, https://stockx-360.imgix.net/Nike-Air-Max-95-Solar-Red-2018/Images/Nike-Air-Max-95-Solar-Red-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-19, 160, AM95-SLRRD18, 1557, https://www.stockx.com/nike-air-max-95-solar-red-2018, 325, 75, 135, -100
9532, Jordan, 11, Jordan 11 Retro Cap and Gown, Black/Black-Black, https://stockx-360.imgix.net/Air-Jordan-11-Retro-Cap-And-Gown/Images/Air-Jordan-11-Retro-Cap-And-Gown/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-26, 250, AJ11-CPNDGWN, 11281, https://www.stockx.com/air-jordan-11-retro-prom-night, 851, 247, 322, 0
9545, Nike, Air Force, Air Force 1 Low Off-White Volt, Volt/Hyper Jade-Cone-Black, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Off-White-Volt/Images/Nike-Air-Force-1-Low-Off-White-Volt/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544566859, 2018-12-19, 170, AF1L-OWVLT, 3947, https://www.stockx.com/nike-air-force-1-low-off-white-volt, 1000, 250, 391, 100
9558, Jordan, 11, Jordan 11 Retro Win Like 96, Gym Red/Black-White, https://stockx-360.imgix.net/Air-Jordan-11-Retro-Win-Like-96_TruView/Images/Air-Jordan-11-Retro-Win-Like-96_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-12-09, 220, AJ11-RED, 6700, https://www.stockx.com/air-jordan-11-retro-win-like-96, 350, 180, 248, 0
9564, Jordan, 6, Jordan 6 Retro Infrared Black (2014), Black/Infrared23-Black, https://stockx-360.imgix.net/Air-Jordan-6-Retro-Infrared-Black-2014_TruView/Images/Air-Jordan-6-Retro-Infrared-Black-2014_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2014-11-28, 185, AJ6-INFRB14, 1703, https://www.stockx.com/jordan-6-retro-infrared-black-2014, 485, 180, 285, 0
9590, Other, Converse, Converse Chuck Taylor All-Star 70s Hi Midnight Studios, Egret/Egret-Black, https://stockx-360.imgix.net/Converse-Chuck-Taylor-All-Star-70s-Hi-Midnight-Studios/Images/Converse-Chuck-Taylor-All-Star-70s-Hi-Midnight-Studios/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-15, 120, CTAS70H-MIDSTDS, 541, https://www.stockx.com/converse-chuck-taylor-all-star-70s-hi-midnight-studios, 490, 125, 195, 0
9633, Jordan, 12, Jordan 12 Retro Winter Black, Black/Black-Anthracite, https://stockx-360.imgix.net/Air-Jordan-12-Retro-Winter-Black/Images/Air-Jordan-12-Retro-Winter-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544712995, 2018-12-15, 200, AJ12W-BK, 2023, https://www.stockx.com/air-jordan-12-retro-winter-black, 350, 150, 212, 0
9644, Nike, Air Force, Air Force 1 Low A Cold Wall White, White/Black-Light Grey, https://stockx-360.imgix.net/Nike-Air-Force-1-Low-A-Cold-Wall/Images/Nike-Air-Force-1-Low-A-Cold-Wall/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1547742413, 2018-12-21, 190, AF1L-ACW, 1046, https://www.stockx.com/nike-air-force-1-low-a-cold-wall, 850, 120, 246, 0
9678, Adidas, NMD, adidas NMD R1 Core Black Carbon, Core Black/Carbon/Footwear White, https://stockx-360.imgix.net/Adidas-NMD-R1-Core-Black-Carbon/Images/Adidas-NMD-R1-Core-Black-Carbon/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-02-01, 130, AD-NMDR1CBC, 970, https://www.stockx.com/adidas-nmd-r1-core-black-carbon, 185, 68, 114, -100
9693, Jordan, 12, Jordan 12 Retro International Flight (GS), College Navy/University Red-Sail, https://stockx-360.imgix.net/Air-Jordan-12-Retro-International-Flight-GS/Images/Air-Jordan-12-Retro-International-Flight-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-09-08, 140, AJ12-INTLPKGS, 516, https://www.stockx.com/air-jordan-12-retro-international-flight-gs, 180, 70, 118, -100
9718, Adidas, Other, adidas Ultra Tech Dragon Ball Z Vegeta, Running White/Collegiate Royal/Bold Gold, https://stockx-360.imgix.net/Adidas-Ultra-Tech-Dragon-Ball-Z-Vegeta/Images/Adidas-Ultra-Tech-Dragon-Ball-Z-Vegeta/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1544657328, 2018-11-24, 160, ULTC-DBZV, 1486, https://www.stockx.com/adidas-utra-tech-dragon-ball-z-vegeta, 496, 100, 222, 0
9746, Jordan, 5, Jordan 5 Retro Black Metallic (2016), Black/Fire Red-Metallic Silver-White, https://stockx-360.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016_TruView/Images/Air-Jordan-5-Retro-Black-Metallic-2016_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-07-23, 220, AJ5-MTSLV16, 1883, https://www.stockx.com/jordan-5-retro-black-metallic-2016, 350, 140, 241, 0
9759, Nike, Other, Nike M2K Tekno White Black Orange (W), Summit White/Black-Team Orange, https://stockx-360.imgix.net/Nike-M2K-Tekno-White-Black-Orange-W/Images/Nike-M2K-Tekno-White-Black-Orange-W/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, --, 100, NK-M2KTWTBKOGW, 726, https://www.stockx.com/nike-m2k-tekno-white-black-orange-w, 370, 90, 169, 0
9771, Jordan, Other, Jordan 2 Retro Melo (2018), White/University Blue-Varsity Maize, https://stockx-360.imgix.net/Air-Jordan-2-Retro-Melo-2018/Images/Air-Jordan-2-Retro-Melo-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-09, 190, AJ2-MELO18, 678, https://www.stockx.com/air-jordan-2-retro-melo-2018, 300, 90, 181, -100
9801, Nike, Lebron, Air Zoom Generation SVSM Retro, White/White-Metallic Gold Dust-Deep Forest, https://stockx-360.imgix.net/Nike-LeBron-1-Air-Zoom-Generation-SVSM-Retro/Images/Nike-LeBron-1-Air-Zoom-Generation-SVSM-Retro/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-26, 175, LB1-SVSM18, 1656, https://www.stockx.com/nike-lebron-1-air-zoom-generation-svsm-retro, 375, 138, 215, 0
9837, Nike, Air Max, Air Max 270 Light Bone Hot Punch, Black/Light Bone-Hot Punch-White, https://stockx-360.imgix.net/nike-air-max-270-light-bone-hot-punch_TruView/Images/nike-air-max-270-light-bone-hot-punch_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-02, 150, NK-270LBHP, 1382, https://www.stockx.com/nike-air-max-270-light-bone-hot-punch, 300, 115, 181, 0
9848, Adidas, Ultraboost, adidas Ultra Boost 4.0 Triple White (W), Running White/Running White/Running White, https://stockx-360.imgix.net/Adidas-Ultra-Boost-4-0-Triple-White-W/Images/Adidas-Ultra-Boost-4-0-Triple-White-W/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-27, 180, AD-UB4-0TWTW, 511, https://www.stockx.com/adidas-ultra-boost-4-0-triple-white-w, 270, 87, 145, -100
9851, Jordan, 11, Jordan 11 Retro Heiress Black Stingray (GS), Black/Metallic Gold-White-Infrared 23, https://stockx-360.imgix.net/Air-Jordan-11-Retro-Heiress-Black-Stingray-GS/Images/Air-Jordan-11-Retro-Heiress-Black-Stingray-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-24, 220, AJ11-HRSBLKGS, 1568, https://www.stockx.com/air-jordan-11-retro-heiress-black-gs, 255, 100, 164, -100
9917, Nike, Air Max, Air Max 97 Plus Layer Cake, Mica Green/Barley Rose-Leche Blue, https://stockx-360.imgix.net/Nike-Air-Max-97-Plus-Mica-Green/Images/Nike-Air-Max-97-Plus-Mica-Green/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546674364, 2018-02-10, 175, AM97PLS-MICAGRN, 612, https://www.stockx.com/nike-air-max-97-plus-mica-green, 330, 112, 168, -100
9973, Adidas, Other, adidas COPA ACE 16+ Purecontrol Ultra Boost Kith Golden Goal, Multi-Color/White, https://stockx-360.imgix.net/Adidas-COPA-ACE-16-Purecontrol-Ultra-Boost-Kith-Golden-Goal/Images/Adidas-COPA-ACE-16-Purecontrol-Ultra-Boost-Kith-Golden-Goal/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-29, 220, AD-CACE16PUBKGC, 1190, https://www.stockx.com/adidas-copa-ace-16-purecontrol-ultra-boost-kith-golden-goal, 500, 70, 193, -100
9976, Adidas, NMD, adidas NMD R1 Colour Static Rainbow, Core White/Multi-Color, https://stockx-360.imgix.net/Adidas-NMD-R1-Colour-Static-Rainbow/Images/Adidas-NMD-R1-Colour-Static-Rainbow/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2017-11-11, 170, ADINMD1-RNBW, 688, https://www.stockx.com/adidas-nmd-r1-colour-static-rainbow, 340, 80, 176, 0
10002, Adidas, Ultraboost, adidas Ultra Boost 1.0 Cream White, Cream/Cream, https://stockx-360.imgix.net/Adidas-Ultra-Boost-1pt0-Cream-White/Images/Adidas-Ultra-Boost-1pt0-Cream-White/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546678930, 2018-10-03, 200, ADIULBST-CRMWT, 2966, https://www.stockx.com/adidas-ultra-boost-1pt0-cream-white, 399, 130, 198, -100
10017, Adidas, NMD, adidas NMD Hu Pharrell x Billionaire Boys Club Multi-Color, Scarlet/White/Multi-Color, https://stockx-360.imgix.net/Adidas-NMD-Hu-Pharrell-X-Billionaire-Boys-Club-Multi-Color/Images/Adidas-NMD-Hu-Pharrell-X-Billionaire-Boys-Club-Multi-Color/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538609075, 2018-10-20, 250, NMDH-BBCMLT, 3818, https://www.stockx.com/adidas-nmd-hu-pharrell-x-billionaire-boys-club-multi-color, 800, 155, 264, 0
10020, Adidas, NMD, adidas Human Race NMD Pharrell Holi Festival (Core Black), Core Black/Deepest Purple/Core Black, https://stockx-360.imgix.net/adidas-human-race-nmd-pharrell-holi-festival-core-black_TruView/Images/adidas-human-race-nmd-pharrell-holi-festival-core-black_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-16, 250, AD-HRNMDPHFCBK, 4325, https://www.stockx.com/adidas-human-race-nmd-pharrell-holi-festival-core-black, 2000, 250, 406, 0
10066, Nike, Air Max, Air Max 270 Triple Black, Black/Black-Black, https://stockx-360.imgix.net/nike-air-max-270-triple-black_TruView/Images/nike-air-max-270-triple-black_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-03-16, 150, AM270-TRPLBLK, 866, https://www.stockx.com/nike-air-max-270-triple-black, 275, 91, 136, -100
10087, Nike, Basketball, Nike PG 2.5 Playstation Wolf Grey, Wolf Grey/Multi-Color, https://stockx-360.imgix.net/Nike-PG-2-5-Playstation-Wolf-Grey/Images/Nike-PG-2-5-Playstation-Wolf-Grey/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1545969968, 2018-12-01, 110, PG25-PSGRY, 6134, https://www.stockx.com/nike-pg-2-5-playstation-wolf-grey, 350, 110, 152, 0
10088, Adidas, Yeezy, adidas Yeezy 700 Mauve, Mauve/Mauve/Mauve, https://stockx-360.imgix.net/Adidas-Yeezy-700-Mauve/Images/Adidas-Yeezy-700-Mauve/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1539982972, 2018-10-27, 300, YZY700-MVE, 14588, https://www.stockx.com/adidas-yeezy-700-mauve, 1575, 200, 299, -100
10097, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Core Black White, Core Black/Core White/Core Black, https://stockx-360.imgix.net/adidas-yeezy-boost-350-v2-core-black-white_TruView/Images/adidas-yeezy-boost-350-v2-core-black-white_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-12-17, 220, AD-YB350V2CBKWT, 1697, https://www.stockx.com/adidas-yeezy-boost-350-v2-core-black-white, 1750, 505, 708, 200
10102, Jordan, 5, Jordan 5 Retro Wings (GS), Multi-Color/Multi-Color, https://stockx-360.imgix.net/Air-Jordan-5-Retro-Wings-GS/Images/Air-Jordan-5-Retro-Wings-GS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546754418, 2018-09-29, 160, AJ5-WINGSGS, 569, https://www.stockx.com/air-jordan-5-retro-wings-gs, 360, 175, 219, 0
10112, Nike, Air Max, Air VaporMax Triple Black 3.0, Black/Black-Anthracite-White, https://stockx-360.imgix.net/Nike-Air-VaporMax-Triple-Black-3pt0/Images/Nike-Air-VaporMax-Triple-Black-3pt0/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546675296, 2017-10-13, 190, VPRMX-TRPLBLK3, 739, https://www.stockx.com/nike-air-vapormax-triple-black-3pt0, 400, 150, 269, 0
10122, Nike, Basketball, Air More Uptempo White Varsity Red Outline, White/Varsity Red-White, https://stockx-360.imgix.net/Nike-Air-More-Uptempo-White-Varsity-Red-Outline/Images/Nike-Air-More-Uptempo-White-Varsity-Red-Outline/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-24, 160, UPTEMPO-WHTVRED, 683, https://www.stockx.com/nike-air-more-uptempo-white-varsity-red-outline, 319, 40, 155, -100
10123, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Core Black Copper, Core Black/Copper/Core Black, https://stockx-360.imgix.net/adidas-yeezy-boost-350-v2-core-black-copper_TruView/Images/adidas-yeezy-boost-350-v2-core-black-copper_TruView/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2016-11-23, 220, YZY350V2-CPPR, 722, https://www.stockx.com/adidas-yeezy-boost-350-v2-core-black-copper, 1025, 500, 646, 100
10168, Nike, Kobe, Kobe 1 Protro MPLS, Wolf Grey/White-University Blue, https://stockx-360.imgix.net/Nike-Kobe-1-Protro-MPLS/Images/Nike-Kobe-1-Protro-MPLS/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-07-10, 175, KB1PRTRO-MPLS, 505, https://www.stockx.com/nike-kobe-1-protro-mpls, 298, 88, 143, -100
10173, Adidas, Yeezy, adidas Yeezy Boost 350 V2 Sesame, Sesame/Sesame/Sesame, https://stockx-360.imgix.net/Adidas-Yeezy-Boost-350-V2-Sesame/Images/Adidas-Yeezy-Boost-350-V2-Sesame/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1541007855, 2018-11-23, 220, YZY350V2-SESAME, 20490, https://www.stockx.com/adidas-yeezy-boost-350-v2-sesame, 899, 186, 264, 0
10182, Jordan, 5, Jordan 5 Retro Blue Suede, Game Royal/Black, https://stockx-360.imgix.net/Air-Jordan-5-Retro-Blue-Suede/Images/Air-Jordan-5-Retro-Blue-Suede/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546584395, 2017-09-30, 190, AJ5-BLUSUEDE, 940, https://www.stockx.com/air-jordan-5-retro-blue-suede, 350, 60, 180, -100
10218, Adidas, Other, adidas Solar Hu Glide Multi-Color, Multi-Color, https://stockx-360.imgix.net/Adidas-Solar-Hu-Glide-Multi-Color/Images/Adidas-Solar-Hu-Glide-Multi-Color/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-09-08, 150, AD-SHGMC, 875, https://www.stockx.com/adidas-solar-hu-glide-multi-color, 500, 118, 213, 0
10223, Nike, Kobe, Kobe 1 Protro Think 16 (Close Out), White/Del Sol-Varsity Purple, https://stockx-360.imgix.net/Nike-Kobe-1-Protro-Think-16-Close-Out/Images/Nike-Kobe-1-Protro-Think-16-Close-Out/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-14, 175, KB1PRTRO-THNK16, 1751, https://www.stockx.com/nike-kobe-1-protro-think-16-close-out, 550, 95, 191, 0
10228, Nike, Air Max, Air Max 97 Cristiano Ronaldo Portugal Patchwork, Varsity Red/Metallic Gold-White-Black, https://stockx-360.imgix.net/Nike-Air-Max-97-Cristiano-Ronaldo-Portugal-Patchwork/Images/Nike-Air-Max-97-Cristiano-Ronaldo-Portugal-Patchwork/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-04-24, 170, AM97-CR7RED, 1596, https://www.stockx.com/nike-air-max-97-cristiano-ronaldo-portugal-patchwork, 650, 146, 293, 0
10234, Other, Vans, Vans Sk8-Hi Deconstructed Marshmallow, Marshmallow, https://stockx-360.imgix.net/Vans-Sk8-Hi-Deconstructed-Marshmallow/Images/Vans-Sk8-Hi-Deconstructed-Marshmallow/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-06-23, 115, VN-SHDM, 605, https://www.stockx.com/vans-sk8-hi-deconstructed-marshmallow, 300, 77, 184, 0
10245, Adidas, Other, adidas Solar Hu Glide Black, Footwear White/Core Black/Bold Green, https://stockx-360.imgix.net/Adidas-Solar-Hu-Glide-Black/Images/Adidas-Solar-Hu-Glide-Black/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546582236, 2018-09-08, 150, HUGLD-BLK, 883, https://www.stockx.com/adidas-solar-hu-glide-black, 495, 106, 190, 0
10263, Nike, Air Max, Air Max 270 Doernbecher (2018), Black/Metallic Gold-Medium Olive-Fauna Brown-Desert, https://stockx-360.imgix.net/Nike-Air-Max-270-Doernbecher-2018/Images/Nike-Air-Max-270-Doernbecher-2018/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546756036, 2018-12-14, 150, AM270-DB18, 545, https://www.stockx.com/nike-air-max-270-doernbecher-2018, 301, 150, 195, 0
10327, Jordan, 1, Jordan 1 Rebel XX Top 3 (W), Black/Black-Varsity Royal-Varsity Red, https://stockx-360.imgix.net/Air-Jordan-1-Rebel-XX-Top-3-W/Images/Air-Jordan-1-Rebel-XX-Top-3-W/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-05-19, 145, AJ1RBLXX-TOP3W, 2408, https://www.stockx.com/air-jordan-1-rebel-xx-top-3-w, 383, 110, 201, 0
10361, Adidas, Ultraboost, adidas Ultra Boost 4.0 Grey Four, Grey Four/Grey Four/Running White, https://stockx.imgix.net/Adidas-Ultra-Boost-4-Grey-Four.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1538080256, 2018-2-21, 180, ADIULBST4-GRY4, 602, https://www.stockx.com/adidas-ultra-boost-4-grey-four, 240, 80, 157, -100
10409, Jordan, 1, Jordan 1 Mid Alternate Think 16, White/Metallic Silver-Black, https://stockx-360.imgix.net/Air-Jordan-1-Mid-Alternate-Think-16/Images/Air-Jordan-1-Mid-Alternate-Think-16/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1547742178, 2018-12-13, 110, AJ1M-ALTT16, 1915, https://www.stockx.com/air-jordan-1-mid-alternate-think-16, 251, 82, 147, 0
10431, Jordan, 1, Jordan 1 Mid Top 3, White/Black-Hyper Royal-University Red-Metallic Silver, https://stockx-360.imgix.net/Air-Jordan-1-Mid-Top-3/Images/Air-Jordan-1-Mid-Top-3/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1549053122, 2019-01-01, 110, AJ1M-TP3, 845, https://www.stockx.com/air-jordan-1-mid-top-3, 286, 92, 140, 0
10438, Nike, Lebron, LeBron 16 Fresh Bred, Black/Black-University Red, https://stockx-360.imgix.net/Nike-LeBron-16-Fresh-Bred/Images/Nike-LeBron-16-Fresh-Bred/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1546676324, 2018-09-20, 185, L16-FRBRD, 901, https://www.stockx.com/nike-lebron-16-fresh-bred, 360, 116, 162, -100
10448, Jordan, 3, Jordan 3 Retro JTH Bio Beige, Bio Beige/Bio Beige-Camellia-Opti Yellow, https://stockx-360.imgix.net/Air-Jordan-3-Retro-JTH-Bio-Beige/Images/Air-Jordan-3-Retro-JTH-Bio-Beige/Lv2/img01.jpg?auto=format,compress&w=1117&q=90&updated_at=1538080256, 2018-08-28, 250, AJ3-JTHBGE, 3584, https://www.stockx.com/air-jordan-3-retro-jth-bio-beige, 800, 205, 304, 0
