type, name, retail_price, total_sales, avg_sale_price, premium
Air Max, Air Max 93 Watermelon, 130, 108, 92, -29.23
Air Max, Air Max 94 Black Grey Safari, 120, 6, 118, -1.67
Air Max, Air Max 95 Atmos Animal Pack 2.0 (2018 All Black Box), 200, 1521, 364, 82
Air Max, Air Max 95 Blackened Blue Light Cream, 170, 27, 125, -26.47
Air Max, Air Max 95 Bright Crimson Comet, 160, 2, 108, -32.5
Air Max, Air Max 95 City Pride Houston, 170, 8, 195, 14.71
Air Max, Air Max 95 Floral Neutral Olive (W), 180, 16, 135, -25
Air Max, Air Max 95 Grape 2018 (W), 160, 39, 130, -18.75
Air Max, Air Max 95 HAL Black Olive, 170, 81, 131, -22.94
Air Max, Air Max 95 I-95 Pack, 170, 10, 159, -6.47
Air Max, Air Max 95 Just Do It Pack Black, 170, 31, 137, -19.41
Air Max, Air Max 95 King of the Mountain, 180, 36, 131, -27.22
Air Max, Air Max 95 OG Solar Red (2018), 160, 1557, 135, -15.62
Air Max, Air Max 95 Peanut Butter & Jelly (GS), 100, 12, 85, -15
Air Max, Air Max 95 Pinwheel Blue Nebula, 170, 9, 111, -34.71
Air Max, Air Max 95 Praline Mega Blue, 170, 32, 103, -39.41
Air Max, Air Max 95 Print Black White Bright Crimson (GS), 105, 1, 71, -32.38
Air Max, Air Max 95 Red Crush Wheat Gold, 170, 77, 120, -29.41
Air Max, Air Max 95 Safari Keep Rippin Stop Slippin, 180, 34, 132, -26.67
Air Max, Air Max 95 Velvet Particle Rose (W), 170, 12, 124, -27.06
Air Max, Air Max 95 What the Air Max, 170, 60, 370, 117.65
Air Max, Air Max 95 Wheat (2018), 170, 5, 146, -14.12
Air Max, Air Max 97 All-Over Print Black Red, 160, 270, 202, 26.25
Air Max, Air Max 97 Black Metallic Gold, 180, 375, 145, -19.44
Air Max, Air Max 97 Country Camo (Germany), 180, 200, 239, 32.78
Air Max, Air Max 97 Country Camo (USA), 180, 568, 152, -15.56
Air Max, Air Max 97 LX Swarovski Gold (W), 400, 367, 448, 12
Air Max, Air Max 97 Leather Black Gold, 170, 3, 173, 1.76
Air Max, Air Max 97 Leopard Pack Red (W), 160, 8, 231, 44.38
Air Max, Air Max 97 Metallic Gold (GS), 150, 784, 149, -0.67
Air Max, Air Max 97 Gold Mustard (W), 160, 229, 188, 17.5
Air Max, Air Max 97 Off-White Menta, 190, 1262, 765, 302.63
Air Max, Air Max 97 PRM Black White, 170, 35, 182, 7.06
Air Max, Air Max 97 Persian Violet, 160, 184, 124, -22.5
Air Max, Air Max 97 Plus Layer Cake, 175, 612, 168, -4
Air Max, Air Max 97 Red Crush (W), 160, 493, 163, 1.88
Air Max, Air Max 97 Safari Off Noir, 170, 46, 141, -17.06
Air Max, Air Max 97 Silver Bullet (2016-2017), 170, 1679, 263, 54.71
Air Max, Air Max 97 Steelers (2018), 160, 245, 130, -18.75
Air Max, Air Max 97 Ultra 17 Navy Obsidian, 180, 12, 144, -20
Air Max, Air Max 98 AOP Black, 160, 112, 146, -8.75
Air Max, Air Max 98 Exotic Skins, 170, 396, 176, 3.53
Air Max, Air Max 98 Solar Red (W), 160, 85, 146, -8.75
Air Max, Air Max 98 White, 160, 505, 172, 7.5
Air Max, Air Max BW Olympic (2016), 120, 34, 123, 2.5
Air Max, Air Max BW Persian Violet (2016), 120, 107, 106, -11.67
Air Max, Air Max Deluxe Enamel Green, 180, 17, 129, -28.33
Air Max, Air Max Deluxe Midnight Navy Laser Orange (W), 180, 35, 158, -12.22
Air Max, Air Max Deluxe Triple White, 200, 132, 129, -35.5
Air Max, Air Max Jewell Black (W), 100, 1, 60, -40
Air Max, Air Max Plus 97 Layer Cake, 160, 242, 141, -11.88
Air Max, Air Max Plus Big Logo Total Orange, 175, 1, 100, -42.86
Air Max, Air Max Plus Pearl Pink, 175, 15, 126, -28
Air Max, Air Max Plus Shark (Black), 160, 38, 113, -29.37
Air Max, Air Max Plus Team Red, 150, 7, 188, 25.33
Air Max, Air Max Plus Triple Black, 150, 53, 171, 14
Air Max, Air Max Zero Silver Bullet, 150, 89, 100, -33.33
Air Max, Air Max Zero Tokyo (W), 150, 7, 138, -8
Air Max, Air Max2 Light Blue Lagoon, 140, 46, 134, -4.29
Air Max, Air VaporMax 2 Cheetah, 190, 26, 186, -2.11
Air Max, Air VaporMax 2 Dark Grey Chrome, 190, 51, 181, -4.74
Air Max, Air VaporMax 2 Jacket Pack, 190, 90, 150, -21.05
Air Max, Air VaporMax 2 Lizard, 210, 5, 165, -21.43
Air Max, Air VaporMax 2 Rust Pink (W), 190, 949, 226, 18.95
Air Max, Air VaporMax 2 White Black, 190, 384, 174, -8.42
Air Max, Air VaporMax 2 White Hydrogen Blue (W), 190, 76, 211, 11.05
Air Max, Air VaporMax 2.0 Ultramarine (W), 190, 116, 166, -12.63
Air Max, Air VaporMax 2019 Club Gold Ember Glow, 190, 161, 153, -19.47
Air Max, Air VaporMax Blue Orbit, 190, 72, 249, 31.05
Air Max, Air VaporMax CS Midnight Fog, 175, 128, 113, -35.43
Air Max, Air VaporMax CS Total Crimson Black, 175, 55, 109, -37.71
Air Max, Air VaporMax CS White Gum, 190, 9, 116, -38.95
Air Max, Air VaporMax Flyknit 2 Cheetah (W), 190, 9, 196, 3.16
Air Max, Air VaporMax Flyknit 2 Golden Beige Racer Blue, 190, 122, 146, -23.16
Air Max, Air VaporMax Flyknit 2 White Pure Platinum, 190, 237, 201, 5.79
Air Max, Air VaporMax Flyknit 2 White Vast Grey, 190, 525, 172, -9.47
Air Max, Air VaporMax Khaki, 190, 97, 156, -17.89
Air Max, Air VaporMax Moc 2 Black Light Cream, 200, 434, 176, -12
Air Max, Air VaporMax Moc 2 Sail Wheat, 200, 96, 175, -12.5
Air Max, Air VaporMax Moc 2 University Gold (W), 200, 633, 239, 19.5
Air Max, Air VaporMax Moc Dark Stucco Clay Green (W), 200, 40, 157, -21.5
Air Max, Air VaporMax Neutral Tone (White), 190, 6, 202, 6.32
Air Max, Air VaporMax Off-White Black, 250, 5198, 627, 150.8
Air Max, Air VaporMax Oreo, 190, 32, 306, 61.05
Air Max, Air VaporMax Plus Betrue (2018), 190, 689, 273, 43.68
Air Max, Air VaporMax Plus Black Team Red Hyper Violet (W), 190, 238, 229, 20.53
Air Max, Air VaporMax Plus Dark Stucco, 190, 42, 193, 1.58
Air Max, Air VaporMax Plus White Pure Platinum, 190, 370, 165, -13.16
Air Max, Air VaporMax Plus Wolf Grey Black, 190, 529, 183, -3.68
Air Max, Air VaporMax Triple Black 3.0, 190, 739, 269, 41.58
Air Max, Air VaporMax Utility Black Volt Bright Crimson, 225, 232, 171, -24
Air Max, Air VaporMax Utility Moon Particle Black, 225, 41, 170, -24.44
Air Max, Air VaporMax Utility Triple Black, 225, 944, 199, -11.56
Air Max, Air Max 1 AMS Parra Amsterdam, --, 3, 2449, 
Air Max, Air Max 1 Air Max 93 Logo Elemental Gold, 130, 157, 80, -38.46
Air Max, Air Max 1 Atmos Elephant (2007), --, 8, 573, 
Air Max, Air Max 1 Atmos Safari (2002), --, 4, 759, 
Air Max, Air Max 1 Atmos We Love Nike (Game Royal), 140, 473, 102, -27.14
Air Max, Air Max 1 B Atmos Viotech, --, 9, 863, 
Air Max, Air Max 1 Desert Sand Suede, 130, 47, 91, -30
Air Max, Air Max 1 Jewel Dusty Peach, 140, 7, 136, -2.86
Air Max, Air Max 1 Jewel Summit White (W), 140, 2, 105, -25
Air Max, Air Max 1 Parra Patta "Cherrywood", --, 7, 4029, 
Air Max, Air Max 1 Pinnacle Insignia Blue (W), 150, 1, 77, -48.67
Air Max, Air Max 1 Safari (2018), 160, 426, 286, 78.75
Air Max, Air Max 2017 Team Red Black, 190, 48, 130, -31.58
Air Max, Air Max 720 Northern Lights Night, 180, 246, 194, 7.78
Air Max, Air Max 90 EZ Wolf Grey Bright Crimson, 120, 3, 90, -25
Air Max, Air Max 90 HAL Black Olive, 120, 71, 78, -35
Air Max, Air Max 90 Off-White Desert Ore, 160, 285, 627, 291.88
Air Max, Air Max 90 Print White Bronze (GS), 75, 2, 68, -9.33
Air Max, Air Max 90 Sail Igloo (GS), 90, 1, 55, -38.89
Air Max, Air Max 90 Ultra 2.0 Black Metallic Hematite (W), 120, 1, 95, -20.83
Air Max, Air Max 90 Ultra Flyknit 2 Medium Olive, 160, 20, 80, -50
Air Max, Air Max 95 Patch OG Neon, 160, 35, 285, 78.12
Air Max, Air Max 95 Stash, --, 7, 422, 
Air Max, Air Max 95 Triple Black (2014-2016-2018), 160, 314, 139, -13.12
Air Max, Air Max 97 Metallic Gold (Italy), 160, 180, 236, 47.5
Air Max, Air Max 97 Plus Racer Pink Hyper Magenta, --, 333, 155, 
Air Max, Air Max 97 Shipping Box Ale Brown, 160, 97, 165, 3.12
Air Max, Air Max 97 Ultra 17 Black Pure Platinum, 160, 69, 143, -10.62
Air Max, Air Max 98 Present, 160, 4, 191, 19.38
Air Max, Air Max 98 Tour Yellow, 160, 527, 206, 28.75
Air Max, Air Max Invigor Mid Obsidian Solar Red, --, 1, 85, 
Air Max, Air Max Plus 97 Racer Pink Hyper Magenta, --, 1084, 213, 
Air Max, Air Max Uptempo 95 University Blue, 150, 42, 65, -56.67
Air Max, Air Max Zero Pale Grey, 150, 3, 62, -58.67
Air Max, Air VaporMax 97 Silver Bullet, 190, 1619, 196, 3.16
Air Max, Air VaporMax Plus Shark, 190, 473, 199, 4.74
Air Max, Air VaporMax Run Utility White Reflect Silver (W), 190, 5, 154, -18.95
Air Max, Air VaporMax Triple White, 190, 270, 209, 10
Air Max, Air VaporMax Utility Clay Green, 225, 117, 154, -31.56
Air Max, Air Max 1 Animal Pack, 200, 1, 600, 200
Air Max, Air Max 1 Clear Emerald (W), 130, 5, 109, -16.15
Air Max, Air Max 1 Raptors (W), 130, 12, 103, -20.77
Air Max, Air Max 1 Signal Blue, 130, 49, 94, -27.69
Air Max, Air Max 270 Black Metallic Cool Grey, 170, 10, 80, -52.94
Air Max, Air Max 95 Camo Sunset, 160, 94, 125, -21.88
Air Max, Air Max 97 Black Blue Nebula, 160, 284, 139, -13.12
Air Max, Air Max 97 Mustard (W), 160, 12, 204, 27.5
Air Max, Air Max 97 Reflective Silver, 170, 441, 159, -6.47
Air Max, Air Max 97 Ultra 17 Wolf Grey Dark Grey, 160, 107, 135, -15.62
Air Max, Air Max 97-BW Black Metallic Hematite, 170, 140, 104, -38.82
Air Max, Air Max 98 Sail Igloo (W), 170, 64, 165, -2.94
Air Max, Air Max Plus Black Volt Total Orange, 160, 34, 121, -24.38
Air Max, Air VaporMax 95 Comet, 190, 143, 125, -34.21
Air Max, Air VaporMax 97 Metallic Cashmere (W), 190, 155, 280, 47.37
Air Max, Air VaporMax Flyknit 2 Chinese New Year (2019), 190, 91, 205, 7.89
Air Max, Air VaporMax Flyknit 2 Chinese New Year 2019 (W), 190, 3, 203, 6.84
Air Max, Air VaporMax Run Utility Chinese New Year (2019), 190, 4, 218, 14.74
Air Max, Nike Air Max 1 Ultra 2.0 Essential Black-Black-Wolf Grey, 120, 1, 80, -33.33
Air Max, Nike Air Max 1 Ultra Flyknit Grand Purple-Team Red, 160, 1, 90, -43.75
Air Max, Nike Air Max 2017 Light Bone-Off White, 190, 1, 90, -52.63
Air Max, Nike Air Max 90 Essential Obsidian-Dark Stucco-Black, 110, 2, 73, -33.64
Air Max, Nike Air Max 90 Essential Wolf Grey-White-Pure Platinum, 110, 1, 75, -31.82
Air Max, Nike Air Max 90 Leather Black, 120, 133, 88, -26.67
Air Max, Nike Air Max 90 Ultra 2.0 Br Arctic Orange-Arctic Orange, 130, 9, 66, -49.23
Air Max, Nike Air Max 90 Ultra 2.0 Br Black-Black-Summit White, 130, 1, 77, -40.77
Air Max, Nike Air Max 90 Ultra 2.0 Br Lemon Chiffon-Lemon Chiffon, 130, 3, 59, -54.62
Air Max, Nike Air Max 90 Ultra 2.0 Essential Black-Black-Black-Dark Grey, 120, 4, 76, -36.67
Air Max, Nike Air Max 90 Ultra 2.0 Essential University Red-Team Red-White, 120, 1, 80, -33.33
Air Max, Nike Air Max 90 Ultra 2.0 Essential White-White-White, 120, 1, 75, -37.5
Air Max, Nike Air Max 95 Essential Black-Black-Anthracite, 160, 5, 101, -36.88
Air Max, Nike Air Max 95 Prm Cobblestone-Cobblestone-White, 170, 1, 110, -35.29
Air Max, Nike Air Max Goadome 865031 Black, 170, 31, 140, -17.65
Air Max, Nike Air Max Goadome 865031 Deep Burgandy- Black, 150, 8, 103, -31.33
Air Max, Nike Air Max Ltd 3 White-White-White, 120, 5, 84, -30
Air Max, Nike Air Max Sequent 2 Cargo Khaki-Black-Medium Olive, 100, 2, 53, -47
Air Max, Nike Air Max Torch 3 Black, 82, 3, 67, -18.29
Air Max, Nike Air Max Vision White-White-Pure Platinum, 90, 5, 67, -25.56
Air Max, Nike Air Max Zero Essential Black-Black-Paramount Blue, 130, 2, 88, -32.31
Air Max, Nike Air Max Zero Se Black-Tough Red-Pure Platinum, 130, 5, 65, -50
Air Max, Air Max 1 Black Hyper Crimson, --, 3, 108, 
Air Max, Air Max 1 Dazzle, --, 3, 70, 
Air Max, Air Max 1 FB Obsidian, --, 2, 87, 
Air Max, Air Max 1 Gym Red Sail, --, 3, 156, 
Air Max, Air Max 1 Hasta, --, 1, 100, 
Air Max, Air Max 1 Magista Volt, --, 5, 86, 
Air Max, Air Max 1 Mercurial Hyper Punch, --, 1, 85, 
Air Max, Air Max 1 Patta 5th Anniv Denim, --, 16, 1140, 
Air Max, Air Max 1 Sport Red (2009), --, 8, 172, 
Air Max, Air Max 1 Ultra 2.0 Si Cool Grey Black-Light Bone (W), --, 2, 70, 
Air Max, Air Max 1 Ultra Moire Green Glow, --, 2, 69, 
Air Max, Air Max 1 White Black University Red, --, 1, 50, 
Air Max, Air Max 1 White Gamma Orange, --, 2, 88, 
Air Max, Air Max 1 White Metallic Gold, --, 2, 100, 
Air Max, Air Max 1 Zig Zag, --, 1, 140, 
Air Max, Air Max 90 Cork (W), --, 7, 148, 
Air Max, Air Max 90 EM Beaches of Rio, --, 13, 122, 
Air Max, Air Max 90 Ez Wolf Grey Cool Grey-Black, --, 18, 85, 
Air Max, Air Max 90 Infrared (TD), --, 10, 69, 
Air Max, Air Max 90 Japan Camo, --, 6, 268, 
Air Max, Air Max 90 Leather, --, 79, 87, 
Air Max, Air Max 90 Prem Metallic Mahogany Metallic Mahogany (W), --, 3, 99, 
Air Max, Air Max 90 Premium Neutral Olive Neutral Olive, --, 7, 90, 
Air Max, Air Max 90 Sunset Pack, --, 4, 101, 
Air Max, Air Max 90 Triple White, --, 106, 94, 
Air Max, Air Max 90 Ultra 2.0 Essential Black Black Mint Foam, --, 2, 98, 
Air Max, Air Max 90 Ultra 2.0 Essential Cobblestone Anthracite, --, 8, 75, 
Air Max, Air Max 90 Ultra 2.0 Flyknit College Navy College Navy, --, 5, 79, 
Air Max, Air Max 90 Ultra 2.0 Flyknit Hyper Turquoise Hyper Turquoise, --, 22, 81, 
Air Max, Air Max 90 Ultra 2.0 Se Pale Citron Black-Bio Beige, --, 1, 95, 
Air Max, Air Max 90 Wolf Grey Dark Grey, --, 3, 101, 
Air Max, Air Max 93 Dusty Cactus, --, 27, 92, 
Air Max, Air Max 95 Jacquard White, --, 1, 120, 
Air Max, Air Max 95 OG Neon (2010), --, 10, 206, 
Air Max, Air Max 95 Running Man, --, 4, 428, 
Air Max, Air Max 95 Se Black Black-White (W), --, 2, 130, 
Air Max, Air Max 95 Se Particle Rose Black-White, --, 3, 108, 
Air Max, Air Max 95 Sport Red (2009), --, 6, 220, 
Air Max, Air Max 95 Ultra Prm Br Vachetta Tan Vachetta Tan, --, 5, 112, 
Air Max, Air Max 98 Chinese New Year (2019), --, 128, 290, 
Air Max, Air Max 98 Chinese New Year 2019 (W), --, 3, 251, 
Air Max, Air Max Axis Black White (W), --, 2, 55, 
Air Max, Air Max Axis White Black-Racer Blue (W), --, 1, 60, 
Air Max, Air Max Flair 50 White Dark Grey, --, 2, 65, 
Air Max, Air Max Flair Black Neo Turquoise-Black, --, 2, 102, 
Air Max, Air Max Invigor Mid Wheat Black-Light Bone, --, 1, 75, 
Air Max, Air Max Lunar 1 Challenge Red, --, 4, 71, 
Air Max, Air Max Penny 1 Doernbecher (GS), --, 17, 90, 
Air Max, Air Max Pillar 2012 Neutral Grey Volt, --, 7, 114, 
Air Max, Air Max Plus Ef Velvet Brown Velvet Brown-Sail, --, 2, 75, 
Air Max, Air Max Prime Sl Black Black White, --, 2, 68, 
Air Max, Air Max Sequent 3 Black Anthracite, --, 4, 72, 
Air Max, Air Max Sequent 3 Black White-Dark Grey, --, 1, 70, 
Air Max, Air Max Sequent 3 Cool Grey University Red, --, 3, 57, 
Air Max, Air Max Speed Turf Dan Marino, --, 150, 134, 
Air Max, Air Max Thea Lx Gunsmoke Gunsmoke (W), --, 1, 75, 
Air Max, Air Max Thea Sport Fuchsisa Prism Pink (W), --, 2, 31, 
Air Max, Air Max Vision Navy Navy-Navy, --, 9, 55, 
Air Max, Nike Air Max 1 Ultra 2.0 Essential Track Red-Track Red-Team Red, --, 1, 50, 
Air Max, Nike Air Max 90 Premium Black-Black-Black-Sail, 140, 1, 124, -11.43
Air Max, Nike Air Max 90 Ultra 2.0 Essential Smokey Blue-Wolf Grey, 120, 4, 63, -47.5
Air Max, Nike Air Max 90 Ultra Premium Midnight Navy-Blue Grey-White (W), --, 1, 109, 
Air Max, Nike Air Max Goadome 2013 Deep Burgundy-Deep Burgundy-Goadome (Suede), 160, 1, 140, -12.5
Air Max, Nike Air Max Modern Essential Black-Black-Anthracite-White, --, 1, 49, 
Air Max, Air Max 1 Gold Hyper Red, --, 2, 98, 
Air Max, Air Max 90 Hyperfuse Volt, --, 4, 220, 
Air Max, Air Max 95 Freshwater, --, 16, 218, 
Air Max, Air Max Motion Lw Se Team Red Obsidian-Navy-Black, --, 1, 88, 
Air Max, Nike Air Max 90 Ultra 2.0 Flyknit Black-Black-White-Anthracite (W), --, 2, 103, 
Basketball, Air 1-2 Cent Black, 190, 1, 120, -36.84
Basketball, Air 1-2 Cent Cranberry, 190, 10, 150, -21.05
Basketball, Air 1-2 Cent Royal, 190, 28, 196, 3.16
Basketball, Air 1-2 Cent Silver, 190, 11, 160, -15.79
Basketball, Air Bakin Posite Metallic Pewter, 225, 154, 149, -33.78
Basketball, Air CB 34 Godzilla (2016), 140, 29, 120, -14.29
Basketball, Air CB 34 HOH Phoenix Suns, 140, 1, 300, 114.29
Basketball, Air Command Force Billy Hoyle, 200, 139, 177, -11.5
Basketball, Air Command Force Bleached Denim, 200, 13, 93, -53.5
Basketball, Air Command Force Hyper Jade, 200, 31, 149, -25.5
Basketball, Air Command Force Spurs, 200, 49, 195, -2.5
Basketball, Air Darwin Black White, 130, 29, 123, -5.38
Basketball, Air Darwin Bulls, 130, 14, 109, -16.15
Basketball, Air Darwin Wheat, 130, 8, 136, 4.62
Basketball, Air Fear Of God 1 Black, 395, 2951, 793, 100.76
Basketball, Air Fear Of God 1 SA Black, 300, 684, 551, 83.67
Basketball, Air Fear Of God 1 SA Light Bone Black, 300, 516, 503, 67.67
Basketball, Air Flight 89 Magnet Grey, 110, 1, 100, -9.09
Basketball, Air Flight Bonafide Cargo Khaki, 150, 69, 71, -52.67
Basketball, Air Flight Bonafide Military Blue, 150, 61, 70, -53.33
Basketball, Air Flight Bonafide Raisin, 150, 3, 71, -52.67
Basketball, Air Flight Huarache Black Lyon Blue, 120, 5, 131, 9.17
Basketball, Air Flight Huarache Love Hate Black, 115, 2, 109, -5.22
Basketball, Air Flight Huarache OG, 115, 67, 102, -11.3
Basketball, Air Flight Huarache Quai 54, 144, 2, 138, -4.17
Basketball, Air Flight Huarache Trash Talk, 120, 11, 114, -5
Basketball, Air Flight Huarache Ultra Lyon Blue, 130, 19, 68, -47.69
Basketball, Air Flight One Away, 110, 12, 130, 18.18
Basketball, Air Flight One Chicago, 110, 5, 80, -27.27
Basketball, Air Flightposite 1 Metallic Silver, 180, 2, 298, 65.56
Basketball, Air Flightposite Eggplant (2008), 180, 9, 330, 83.33
Basketball, Air Flightposite Exposed Volt Photo Blue, 210, 2, 135, -35.71
Basketball, Air Flightposite Metallic Gold (2008), 180, 3, 363, 101.67
Basketball, Air Flightposite One Dark Neon Royal, 200, 281, 162, -19
Basketball, Air Flightposite One Legion Green, 200, 111, 125, -37.5
Basketball, Air Force 180 Barkely OG (2013), 140, 5, 112, -20
Basketball, Air Force 180 Barkley OG (2016), 140, 53, 102, -27.14
Basketball, Air Force 180 Black White, 140, 18, 92, -34.29
Basketball, Air Force 180 Blue Emerald, 130, 4, 102, -21.54
Basketball, Air Force 180 Glow in the Dark, 130, 12, 92, -29.23
Basketball, Air Force 180 Olympic, 130, 34, 129, -0.77
Basketball, Air Force 180 Olympic (2016), 140, 56, 138, -1.43
Basketball, Air Force 180 Phoenix Suns, 130, 8, 122, -6.15
Basketball, Air Force 180 White Red, 130, 1, 120, -7.69
Basketball, Air Force 270 Black White Silver, 160, 119, 101, -36.88
Basketball, Air Force 270 Carnivore, 160, 136, 97, -39.38
Basketball, Air Force 270 Olympic, 160, 144, 130, -18.75
Basketball, Air Force 270 Olympic (GS), 145, 4, 100, -31.03
Basketball, Air Force 270 Red Croc, 160, 59, 123, -23.12
Basketball, Air Force 270 Sherbert, 160, 48, 109, -31.87
Basketball, Air Force 270 Think 16 (Gold Standard), 170, 147, 237, 39.41
Basketball, Air Force Max Black Cool Grey (2006), 130, 3, 183, 40.77
Basketball, Air Force Max CB Black Metallic Gold, 150, 6, 122, -18.67
Basketball, Air Force Max CB Spurs, 150, 1, 115, -23.33
Basketball, Air Force Max CB Suns Away, 150, 39, 114, -24
Basketball, Air Force Max Cool Grey Black, 160, 1, 226, 41.25
Basketball, Air Force Max Flax (2017), 160, 19, 70, -56.25
Basketball, Air Maestro 2 High Kith Purple, 190, 166, 117, -38.42
Basketball, Air Maestro 2 High Kith Red, 190, 135, 109, -42.63
Basketball, Air Maestro 2 LTD Black Gym Red Vast Grey, 140, 2, 90, -35.71
Basketball, Air Maestro 2 LTD Black White, 140, 26, 85, -39.29
Basketball, Air Maestro 2 LTD Rush Orange, 140, 20, 107, -23.57
Basketball, Air Maestro 2 LTD White Hyper Jade, 140, 20, 91, -35
Basketball, Air Maestro 2 LTD White Metallic Silver, 140, 3, 107, -23.57
Basketball, Air Maestro 2 Think 16 (Trifecta), 140, 282, 123, -12.14
Basketball, Air Max 2 CB 94 Black Denim, 140, 17, 90, -35.71
Basketball, Air Max 2 CB 94 Low Black Light Carbon, 140, 7, 111, -20.71
Basketball, Air Max 2 CB 94 Low Gym Red, 140, 5, 106, -24.29
Basketball, Air Max 2 CB 94 Low Light Bone Bordeaux, 140, 5, 105, -25
Basketball, Air Max 2 CB 94 Low Triple White (GS), 105, 3, 65, -38.1
Basketball, Air Max 2 Uptempo Black White, 140, 1, 113, -19.29
Basketball, Air Max 2 Uptempo Urban Haze, 140, 12, 92, -34.29
Basketball, Air Max Barkley Suns Away, 130, 2, 210, 61.54
Basketball, Air Max CB 34 Suns Home (2011), 160, 27, 115, -28.12
Basketball, Air Max CB 34 Suns Home (2016), 160, 9, 109, -31.87
Basketball, Air Max CB34 Suns Away, 160, 3, 139, -13.12
Basketball, Air Max CB34 Wolf Grey Varsity Red, 160, 8, 84, -47.5
Basketball, Air Max Dominate DeMarcus Cousins, 120, 2, 58, -51.67
Basketball, Air Max Hyperposite Amare Stoudamire, 225, 1, 90, -60
Basketball, Air Max Hyperposite Glow-In-the-Dark, 225, 5, 244, 8.44
Basketball, Air Max Penny 1 Chicago Bulls (2007), 125, 3, 230, 84
Basketball, Air Max Penny 1 Doernbecher, 145, 55, 178, 22.76
Basketball, Air Max Penny 1 Game Royal, 140, 56, 155, 10.71
Basketball, Air Max Penny 1 Highlighter Pack (2011), 125, 5, 139, 11.2
Basketball, Air Max Penny 1 Knicks (2005), 120, 17, 245, 104.17
Basketball, Air Max Penny 1 Orlando (2011), 125, 30, 225, 80
Basketball, Air Max Penny 1 Rival Pack, 140, 53, 178, 27.14
Basketball, Air Max Penny 1 Varsity Royal (2005), 120, 1, 300, 150
Basketball, Air Max Penny 1 White Silver (2005), 120, 2, 225, 87.5
Basketball, Air Max Penny Black Total Orange, 160, 93, 128, -20
Basketball, Air Max Penny Game Royal, 160, 3, 155, -3.12
Basketball, Air Max Penny Lil Penny (GS), 130, 7, 122, -6.15
Basketball, Air Max Penny Neutral Grey, 120, 4, 155, 29.17
Basketball, Air Max Penny USA, 160, 115, 128, -20
Basketball, Air Max Penny White Metallic (2018), 160, 95, 124, -22.5
Basketball, Air Max Posite Bakin Boot Triple Black (2017), 225, 149, 200, -11.11
Basketball, Air Max Sensation Black Royal, 160, 12, 128, -20
Basketball, Air Max Sensation White Midnight Navy (2015), 160, 3, 158, -1.25
Basketball, Air Max Sensation White Red, 160, 1, 158, -1.25
Basketball, Air Max Tempo Char Aznable Gundam, 150, 1, 200, 33.33
Basketball, Air Max Tempo Michigan, 165, 1, 108, -34.55
Basketball, Air Max Uptempo 95 Triple White, 150, 78, 89, -40.67
Basketball, Air Max Uptempo 95 White Black Teal (2015), 165, 11, 170, 3.03
Basketball, Air Max Uptempo 95 White Obsidian, 150, 1, 250, 66.67
