type, name, retail_price, total_sales, avg_sale_price, premium
Other, Air Presto Acronym Volt, 200, 105, 722, 261
Other, Air Presto Brutal Honey, 130, 13, 129, -0.77
Other, Air Presto Off-White, 160, 953, 1528, 855
Other, Air Presto Safari, 130, 79, 175, 34.62
Other, Air Presto Safari Gold, 140, 78, 184, 31.43
Other, Air Presto White Mesh, 120, 35, 101, -15.83
Other, Air Revaderchi Flint Grey, 140, 9, 89, -36.43
Other, Air Revaderchi Granite Red Plum, 140, 10, 124, -11.43
Other, Air Revaderchi Outback Throwback, 140, 8, 118, -15.71
Other, Air Sock Racer Black Tour Yellow, 110, 2, 33, -70
Other, Air Sock Racer Ultra Flyknit Black Sail, 140, 16, 57, -59.29
Other, Air Sock Racer Ultra Flyknit Bright Melon, 130, 6, 59, -54.62
Other, Air Sock Racer Ultra Flyknit Olive Flak, 130, 9, 39, -70
Other, Air Sock Racer Ultra Flyknit Oreo, 130, 14, 59, -54.62
Other, Air Sock Racer Ultra Flyknit Oreo (W), 130, 2, 60, -53.85
Other, Air Sock Racer Ultra Flyknit Pale Grey, 140, 9, 52, -62.86
Other, Air Sock Racer Ultra Flyknit Rainbow, 140, 11, 61, -56.43
Other, Air Sock Racer Ultra Flyknit Sail, 140, 4, 59, -57.86
Other, Air Sock Racer Ultra Flyknit Yellow Strike, 130, 18, 46, -64.62
Other, Air Tech Challenge Hybrid Chilling Red, 130, 5, 68, -47.69
Other, Air Tech Challenge Hybrid Green Glow, 130, 2, 102, -21.54
Other, Air Tech Challenge Hybrid Volt (2014), 115, 7, 105, -8.7
Other, Air Tech Challenge II French Open (2014), 150, 45, 109, -27.33
Other, Air Tech Challenge II Kumquat, 120, 22, 103, -14.17
Other, Air Tech Challenge II Poison Green, 120, 25, 105, -12.5
Other, Air Tech Challenge II U.S. Open (2014), 140, 37, 100, -28.57
Other, Air Tech Challenge II Wimbeldon (2014), 200, 21, 126, -37
Other, Air Trainer 1 Flax, 120, 3, 104, -13.33
Other, Air Trainer 1 Fragment Design Chlorophyll, 150, 9, 98, -34.67
Other, Air Trainer 1 Fragment Design Gym Red, 150, 11, 94, -37.33
Other, Air Trainer 1 Fragment Design Obsidian, 150, 22, 84, -44
Other, Air Trainer 1 Fragment Design White Chlorophyll, 150, 18, 111, -26
Other, Air Trainer III Bo Knows Horse Racing, 130, 29, 116, -10.77
Other, Air Yeezy 1 Blink, 250, 11, 2920, 1068
Other, Air Yeezy 1 Zen Grey, 250, 16, 2041, 716.4
Other, Air Yeezy 2 Pure Platinum, 250, 71, 3037, 1114.8
Other, Air Yeezy 2 Red October, 250, 47, 5142, 1956.8
Other, Air Yeezy 2 Solar Red, 250, 57, 3832, 1432.8
Other, Air Zoom Spiridon Black Grey, 175, 2, 140, -20
Other, Air Zoom Spiridon OG Black Sport Red (2016), 175, 17, 343, 96
Other, Air Zoom Spiridon Ultra Metallic Silver Desert Red, 140, 37, 83, -40.71
Other, Air Zoom Spiridon White Ash, 150, 64, 82, -45.33
Other, Air Zoom Spiridon White Midnight, 150, 11, 105, -30
Other, Air Zoom Talaria Safari, 175, 12, 101, -42.29
Other, Air Zoom Talaria Vivid Sulfur, 140, 11, 56, -60
Other, Air Zoom Talaria Volt, 175, 15, 81, -53.71
Other, Air Zoom Talaria Volt (2017), 140, 20, 72, -48.57
Kyrie, Air Zoom Vapor X Kyrie Hot Lava, 180, 224, 197, 9.44
Other, Flyknit Racer Blue Glow Yellow Strike, 150, 14, 108, -28
Other, Flyknit Trainer Pale Grey, 150, 423, 134, -10.67
Other, Flyknit Trainer Sunset Tint, 150, 361, 105, -30
Other, Flyknit Trainer White Black (2017), 150, 573, 230, 53.33
Other, Nike ACG Angels Rest Black, 120, 81, 123, 2.5
Other, Nike ACG Angels Rest Parachute Beige, 120, 27, 143, 19.17
Other, Nike ACG Dog Mountain Black Hyper Grape, 110, 148, 115, 4.55
Other, Nike ACG Dog Mountain Black Oil Grey, 110, 93, 96, -12.73
Other, Nike ACG Dog Mountain Emerald Rise, 110, 191, 121, 10
Other, Nike ACG Dog Mountain Summit White Black Laser Orange, 110, 228, 113, 2.73
Other, Nike ACG Ruckel Ridge Black Habanero Red, 180, 178, 161, -10.56
Other, Nike ACG Ruckel Ridge Clay Green, 180, 186, 163, -9.44
Other, Nike ACG Ruckel Ridge Gunsmoke, 180, 290, 215, 19.44
Other, Nike ACG Ruckel Ridge Light British Tan, 180, 67, 135, -25
Other, Nike ACG.07.KMTR Cool Grey, 140, 20, 112, -20
Other, Nike ACG.07.KMTR Golden Beige, 140, 13, 84, -40
Other, Nike ACG.07.KMTR Obsidian, 140, 42, 106, -24.29
Other, Nike Air Griffey Max 1 Wheat, 150, 30, 92, -38.67
Other, Nike Air Moc Tech Fleece Grey, 125, 9, 122, -2.4
Other, Nike Air Moc Tech Fleece Mulberry, 125, 1, 120, -4
Other, Nike Air Trainer 1 Draft Day, 120, 2, 68, -43.33
Other, Nike Air Trainer II Crystal Mint, 120, 3, 67, -44.17
Other, Nike Air Trainer Max 94 What the Trainer Safari, 140, 15, 223, 59.29
Other, Nike Benassi JDI Black Challenge Red, 25, 2, 35, 40
Other, Nike Benassi JDI Fanny Pack Cool Grey, 50, 147, 56, 12
Other, Nike Benassi JDI Fanny Pack Green, 50, 167, 56, 12
Other, Nike Benassi JDI Fanny Pack Hyper Punch, 50, 89, 57, 14
Other, Nike Benassi JDI Swoosh Pack Black, 45, 8, 40, -11.11
Other, Nike Benassi JDI Swoosh Pack Sail, 45, 5, 39, -13.33
Other, Nike Benassi JDI Swoosh Pack White, 45, 27, 48, 6.67
Other, Nike Classic Cortez Beautiful X Powerful (W), 90, 1, 95, 5.56
Other, Nike Classic Cortez Nai Ke, 90, 6, 147, 63.33
Other, Nike Classic Cortez Nylon Forrest Gump, 90, 39, 102, 13.33
Other, Nike Classic Cortez Shark Big Tooth White Showstopper (2015-2017), 140, 57, 57, -59.29
Other, Nike Cortez Basic Jewel Black Diamond, 100, 30, 104, 4
Other, Nike Cortez Basic Jewel Rare Ruby, 100, 12, 97, -3
Other, Nike Cortez Basic Leather Forrest Gump (2017), 80, 583, 79, -1.25
Other, Nike Cortez Mister Cartoon Black, 120, 17, 133, 10.83
Other, Nike Cortez Mister Cartoon Obsidian, 120, 14, 162, 35
Other, Nike Court Lite NYC, 75, 152, 98, 30.67
Other, Nike Flyknit Lunar 3 Limited Edition, 150, 8, 116, -22.67
Other, Nike Flyknit Lunar1+ Supreme Black, 150, 11, 812, 441.33
Other, Nike Flyknit Racer Acai Berry, 150, 25, 95, -36.67
Other, Nike Flyknit Racer Be True (2017), 150, 247, 164, 9.33
Other, Nike Flyknit Racer Black Tongue, 150, 46, 192, 28
Other, Nike Flyknit Racer Black White Volt, 150, 239, 119, -20.67
Other, Nike Flyknit Racer Blue Gecko, 150, 25, 103, -31.33
Other, Nike Flyknit Racer Blue Tint, 150, 47, 145, -3.33
Other, Nike Flyknit Racer Blueberry, 150, 87, 84, -44
Other, Nike Flyknit Racer Fireberry, 150, 76, 64, -57.33
Other, Nike Flyknit Racer Goddess, 150, 248, 100, -33.33
Other, Nike Flyknit Racer Hyper Jade, 150, 4, 178, 18.67
Other, Nike Flyknit Racer Hyper Punch, 150, 16, 171, 14
Other, Nike Flyknit Racer Knit by Night, 150, 53, 190, 26.67
Other, Nike Flyknit Racer Multi-Color 2.0 (2015-2017), 150, 857, 95, -36.67
Other, Nike Flyknit Racer Multi-Color 3.0 (2016), 150, 184, 105, -30
Other, Nike Flyknit Racer Orange Dark Grey (2016), 150, 15, 107, -28.67
Other, Nike Flyknit Racer Oreo, 150, 68, 153, 2
Other, Nike Flyknit Racer Oreo 2, 150, 294, 131, -12.67
Other, Nike Flyknit Racer Pistachio, 150, 72, 79, -47.33
Other, Nike Flyknit Racer Sherbet, 150, 45, 104, -30.67
Other, Nike Flyknit Racer Sport Turquoise Lucid Green, 150, 9, 206, 37.33
Other, Nike Flyknit Racer Triple Black, 150, 317, 116, -22.67
Other, Nike Flyknit Racer University Red "Fire Rooster" (2017), 150, 71, 123, -18
Other, Nike Flyknit Racer Volt (2016), 150, 38, 85, -43.33
Other, Nike Flynit Racer Oreo Volt, 150, 17, 195, 30
Other, Nike Flynit Trainer Volt, 150, 5, 279, 86
Other, Nike Footscape Magista Legend Blue, 200, 2, 100, -50
Other, Nike Footscape Magista Olivier Rousteing, 220, 7, 77, -65
Other, Nike Footscape Magista Team Red, 200, 4, 91, -54.5
Other, Nike Free 4.0 Multi-Color, 120, 1, 150, 25
Other, Nike Free 5.0 Doernbecher (2013), 105, 8, 96, -8.57
Other, Nike Free Mercurial Superfly Game Royal, 200, 4, 81, -59.5
Other, Nike HyperAdapt 1.0 Black (2nd Release Restock Re-Issue Box), 720, 210, 667, -7.36
Other, Nike HyperAdapt 1.0 Black White, 720, 39, 619, -14.03
Other, Nike HyperAdapt 1.0 Metallic Silver, 720, 117, 669, -7.08
Other, Nike HyperAdapt 1.0 Olive Flak, 720, 26, 581, -19.31
Other, Nike HyperAdapt 1.0 Sport Royal Tinker Blue, 720, 144, 520, -27.78
Other, Nike HyperAdapt 1.0 White Pure Platinum, 720, 79, 710, -1.39
Other, Nike KMTR Black White, 160, 52, 66, -58.75
Other, Nike KMTR Sequoia, 150, 15, 72, -52
Other, Nike Killshot 2 J Crew Sail Midnight Navy, 90, 1792, 124, 37.78
Other, Nike Kynwood Black, 130, 2, 95, -26.92
Other, Nike Lunar Magista 2 F.C. Black White, 200, 3, 72, -64
Other, Nike LunarCharge Premium LE Black White, 120, 1, 45, -62.5
Other, Nike LunarEpic Flyknit Low Multi-Color, 160, 9, 111, -30.63
Other, Nike LunarEpic Flyknit Low Multi-Color Unlimited, 160, 11, 75, -53.12
Other, Nike M2K Tekno Black Obsidian, 100, 18, 88, -12
Other, Nike M2K Tekno Black Volt (W), 100, 178, 134, 34
Other, Nike M2K Tekno Dark Grey Racer Blue, 100, 11, 89, -11
Other, Nike M2K Tekno Gunsmoke University Red, 100, 19, 120, 20
Other, Nike M2K Tekno Mahogany Mink (W), 100, 1, 80, -20
Other, Nike M2K Tekno Metallic Silver Marbled (W), 100, 4, 115, 15
Other, Nike M2K Tekno Pink Foam (W), 100, 519, 144, 44
Other, Nike M2K Tekno Pueblo Brown, 100, 49, 118, 18
Other, Nike M2K Tekno Pure Platinum Sail, 100, 20, 107, 7
Other, Nike M2K Tekno Sequoia, 130, 9, 137, 5.38
Other, Nike M2K Tekno White Black Orange, 100, 464, 130, 30
Other, Nike M2K Tekno White Pure Platinum, 100, 31, 96, -4
Other, Nike MAG Back To the Future (2011), --, 22, 8441, 
Other, Nike MAG Universal Studio HalloweenCostume.com, 100, 80, 133, 33
Other, Nike Mariah Flyknit Racer Black White, 150, 6, 84, -44
Other, Nike Mariah Flyknit Racer Hyper Crimson, 150, 70, 83, -44.67
Other, Nike Mariah Flyknit Racer Hyper Crimson (W), 150, 6, 85, -43.33
Other, Nike Mariah Flyknit Racer Oreo, 150, 44, 98, -34.67
Other, Nike Mariah Flyknit Racer Pale Grey Solar Red, 150, 25, 76, -49.33
Other, Nike Mariah Flyknit Racer Pure Platinum, 150, 23, 76, -49.33
Other, Nike Mariah Flyknit Racer Racer Blue, 150, 83, 70, -53.33
Other, Nike Mercurial GS 360 FG Cleat Black Volt, 175, 4, 287, 64
Other, Nike Phantom Vision Elite Dynamic Fit FG EA Sports, 285, 26, 309, 8.42
Other, Nike Pocketknife River Rock, 130, 18, 55, -57.69
Other, Nike Roshe Run FB Yeezy, 70, 77, 161, 130
Other, Nike Roshe Run Flyknit Multi-Color, 120, 5, 67, -44.17
Other, Nike Roshe Run Navy Black White, 75, 60, 53, -29.33
Other, Nike Roshe Run Polka Dot Pack Black, 100, 7, 86, -14
Other, Nike Roshe Run Polka Dot Pack Yellow, 100, 5, 89, -11
Other, Nike Roshe Run Total Crimson Gamma Grey, 70, 8, 75, 7.14
Other, Nike Roshe Run Triple Red, 75, 76, 73, -2.67
Other, Nike Roshe Tiempo VI Olivier Rousteing, 150, 5, 143, -4.67
Other, Nike Roshe Two Flyknit Bright Crimson, 130, 5, 43, -66.92
Other, Nike Roshe Two Midnight Navy, 90, 8, 61, -32.22
Other, Nike SFB 6" Canvas Golden Beige, 170, 1, 145, -14.71
Other, Nike Sock Dart Black White, 130, 17, 101, -22.31
Other, Nike Sock Dart Cargo Khaki, 150, 34, 67, -55.33
Other, Nike Sock Dart Fleece Cool Grey, 150, 16, 100, -33.33
Other, Nike Sock Dart Fragment Black Oreo, 130, 12, 195, 50
Other, Nike Sock Dart Gym Red, 130, 42, 90, -30.77
Other, Nike Sock Dart Hasta, 130, 2, 73, -43.85
Other, Nike Sock Dart Independence Day Blue, 130, 12, 114, -12.31
Other, Nike Sock Dart Independence Day Red, 130, 7, 130, 0
Other, Nike Sock Dart Independence Day White, 130, 7, 141, 8.46
Other, Nike Sock Dart Infrared, 130, 1, 90, -30.77
Other, Nike Sock Dart Mid Stone Island Obsidian, 200, 64, 111, -44.5
Other, Nike Sock Dart Mid Stone Island Sequoia, 140, 46, 120, -14.29
Other, Nike Sock Dart Midnight Navy, 130, 160, 62, -52.31
Other, Nike Sock Dart N7 (2017), 150, 5, 76, -49.33
Other, Nike Sock Dart Neon Yellow, 130, 5, 86, -33.85
Other, Nike Sock Dart Racer Blue, 130, 33, 51, -60.77
Other, Nike Sock Dart Triple Black, 130, 223, 73, -43.85
Other, Nike Sock Dart Triple Red, 130, 210, 73, -43.85
Other, Nike Sock Dart Wolf Grey, 130, 2, 60, -53.85
Other, Nike Superfly Mercurial Pure Platinum, 200, 19, 148, -26
Other, Nike Tanjun Coastal Blue, 70, 1, 55, -21.43
Other, Nike Tiempo 94 Bronze Trophy, 140, 1, 90, -35.71
Other, Nike Tiempo 94 Royal, 135, 2, 108, -20
Other, Nike TiempoX Finale Ronaldhino 10R Paris, 95, 10, 87, -8.42
Other, Nike Zoom All Court 2 Low Fragment Leopard Grey, 90, 2, 53, -41.11
Other, Nike Zoom Fly Off-White, 170, 745, 681, 300.59
Other, Nike Zoom Fly SP Breaking 2 (2018), 150, 745, 91, -39.33
Other, Nike Zoom Fly SP Breaking 2 2018 (W), 150, 43, 85, -43.33
Other, Nike Zoom Mercurial Flyknit Wolf Grey, 200, 9, 86, -57
Other, Nike Zoom Revis Black White, 130, 1, 100, -23.08
Other, Nike Zoom Revis Knicks, 125, 1, 120, -4
Other, Nike Zoom Vapor AJ3 Fire Red, 200, 371, 171, -14.5
Other, Nike Zoom Vick Three University Blue, 160, 2, 133, -16.87
Other, NikeCraft Mars Yard Shoe 2.0 Tom Sachs Space Camp, 200, 123, 2209, 1004.5
Other, NikeCraft Mars Yard Shoe Tom Sachs Space Camp, 385, 8, 3494, 807.53
Other, Sock Dart Safari Gold, 140, 6, 85, -39.29
Other, Sock Dart Safari Red, 140, 5, 78, -44.29
Other, Sock Dart Safari Turbo Green, 140, 2, 73, -47.86
Other, Sock Dart Safari White Black, 140, 11, 102, -27.14
Other, Swoosh Hunter Black, 250, 3, 69, -72.4
Other, Swoosh Hunter White, 250, 4, 68, -72.8
Other, Zoom All Out Flyknit Unlimited, 200, 2, 68, -66
Other, Air Footscape Woven Chukka Light Bone, 180, 14, 93, -48.33
Other, Air Huarache Wolf Grey Volt, 140, 1, 109, -22.14
Other, Air Pegasus 92 Olympic (2016), 115, 84, 83, -27.83
Other, Air Presto Acronym Olive, 200, 65, 779, 289.5
Other, Air Presto Persian Violet, 120, 24, 98, -18.33
Other, Air Presto Triple Black, 120, 12, 138, 15
Other, Air Trainer 1 Fragment Design Rust, 150, 4, 74, -50.67
Other, Air Trainer 1 Super Bowl 50, 120, 24, 109, -9.17
Other, Air Trainer 1 Super Bowl Hologram, 140, 33, 237, 69.29
Other, Nike Air Griffey Max 1 Varsity Royal (2016), 150, 58, 134, -10.67
Other, Nike Benassi Solarsoft Slide Oakland Raiders, 45, 4, 45, 0
Other, Nike Classic Cortez Be True (2017), 90, 14, 132, 46.67
Other, Nike Court Lite London, 75, 10, 92, 22.67
Other, Nike Flyknit Racer Neo Turquoise, 150, 27, 96, -36
Other, Nike Footscape Magista Brazil Tournament Pack, 200, 3, 67, -66.5
Other, Nike HyperAdapt 1.0 Red Lagoon, 720, 145, 571, -20.69
Other, Nike Mariah Flyknit Racer Multi Color (W), 150, 10, 111, -26
Other, Nike Roshe Run Flyknit Black White, 120, 5, 112, -6.67
Other, Nike Roshe Run Polka Dot Pack Green, 100, 9, 58, -42
Other, Nike Roshe Two Gym Red, 90, 4, 59, -34.44
Other, Nike Roshe Two Iguana, 90, 8, 69, -23.33
Other, Nike Sock Dart Medium Grey, 130, 85, 62, -52.31
Other, Nike Zoom Vapor AJ3 Atmos Jade, 200, 241, 241, 20.5
Other, Nike Af1 Ultra Flyknit Low White-White-Ice, 160, 66, 114, -28.75
Other, Nike Af1 Ultra Flyknit Mid Sail-Sail-Pale Grey, 150, 4, 91, -39.33
Other, Nike Af1 Ultra Flyknit Mid White-White, 150, 3, 130, -13.33
Other, Nike Af1 Ultra Flyknit Mid Wolf Grey - Wolf Grey-White, 175, 8, 112, -36
Other, Nike Air Cb 34 White-White, 140, 1, 60, -57.14
Other, Nike Air Diamond Truf Black-Black-White, 115, 1, 86, -25.22
Other, Nike Air Entertrainer White, 130, 1, 57, -56.15
Other, Nike Air Footscape Magista Fk Fc Midnight Turquise-Midnight Turquise-Black-R Tl, 200, 2, 96, -52
Other, Nike Air Footscape Nm Black-Wolf Grey-Wolf Grey, 120, 1, 67, -44.17
Other, Nike Air Footscape Nm Court Purple-Black-Light Taupe, 120, 4, 80, -33.33
Other, Nike Air Footscape Woven Nm Sequoia-Lt Orewood Brown-Sail, 140, 2, 75, -46.43
Other, Nike Air Footscape Woven Nm Wolf Grey-Black-Dark Grey, 140, 3, 74, -47.14
Other, Nike Air Huarache Black-Anthracite-Purple Platinum, 110, 4, 74, -32.73
Other, Nike Air Huarache Cargo Khaki-Cargo Khaki-White, 110, 3, 73, -33.64
Other, Nike Air Huarache Cobblestone-Cobblestone-White, 110, 12, 72, -34.55
Other, Nike Air Huarache Dark Grey-Midnight Navy, 110, 1, 112, 1.82
Other, Nike Air Huarache Team Red-University Red, 110, 5, 71, -35.45
Other, Nike Air Huarache Thunder Blue-Obsidian-Obsidian, 110, 10, 70, -36.36
Other, Nike Air Monarch IV White-Cool Grey-Anthracite-White, 65, 2, 57, -12.31
Other, Nike Air Monarch Iv 415445 White-Black-Varsity Red, 65, 23, 63, -3.08
Other, Nike Air Presto Essential Black-Black-White, 120, 216, 89, -25.83
Other, Nike Air Presto Essential Game Royal-Black-Black, 120, 7, 56, -53.33
Other, Nike Air Presto Essential University Red-Black-Black, 120, 3, 70, -41.67
Other, Nike Air Python Prm Sail-Metallic Gold, 150, 4, 54, -64
Other, Nike Air Trainer 1 Mid SP The Monotones Volume 1 Silver, 100, 1, 55, -45
Other, Nike Air Trainer Sc High Taupe Grey, 130, 1, 75, -42.31
Other, Nike Air Unlimited Black, 150, 1, 75, -50
Other, Nike Air Zoom Hurache 2K4 Black-Black, 150, 5, 85, -43.33
Other, Nike Air Zoom Pegasus 34 Black-White-Dark Grey, 110, 2, 60, -45.45
Other, Nike Air Zoom Pegasus 92 White-Volt-Black, 120, 1, 70, -41.67
Other, Nike Air Zoom Spiridon '16 Armory Navy-Industrial Blue, 160, 3, 65, -59.38
Other, Nike Arrowz Se Wolf Grey-Anthracite-White, 85, 1, 60, -29.41
Other, Nike Benassi Jdi Black, 25, 29, 32, 28
Other, Nike Benassi Jdi Black-White, 25, 70, 33, 32
Other, Nike Benassi Jdi White Varcity Royal-White, 25, 18, 30, 20
Other, Nike Benassi Solarsoft Black-Volt, 35, 4, 37, 5.71
Other, Nike Benassi Solarsoft Slide 2 Black Anthracite, 35, 10, 38, 8.57
Other, Nike Bennasi Swoosh 312618 Black-White, 25, 2, 36, 44
Other, Nike Big Kids Jana Star Waffle 6 Blue Glow-Vivid Grape-Bl Tnt, 50, 1, 51, 2
Other, Nike Classic Bw Gen Ii Br White-Venom Green-Anthracite-Cool Grey, 150, 1, 88, -41.33
Other, Nike Classic Cortez Leather Black-Dark Grey-White, 80, 8, 56, -30
Other, Nike Cortez Basic Leather Obsidian-White-Metallic Silver, 75, 1, 65, -13.33
Other, Nike Dunk Low Pro Sb Dark Mocha-Tweed, 250, 2, 142, -43.2
Other, Nike Dunk Premium High Sp Linen-Atmosphere, 140, 1, 67, -52.14
Other, Nike Flyknit Racer Blue Cactus, 150, 3, 109, -27.33
Other, Nike Free Rn Motion Fk 2017 Binary Blue-Black-Obsidian, 150, 2, 67, -55.33
Other, Nike HyperAdapt 1.0 Black (1st Release Pair Special Box), 720, 109, 824, 14.44
Other, Nike Hyperdunk '08 Photo Blue-Photo Blue-Photo Blue, 150, 7, 54, -64
Other, Nike Hyperdunk 2016 Black-Black-Volt, 140, 1, 60, -57.14
Other, Nike Kawa Adjust Obsidian-White-Black, 35, 3, 41, 17.14
Other, Nike Lab Blazeradvance Off White-Off White, 150, 1, 59, -60.67
Other, Nike LeBron Soldier Xi Sfg Light Bone-Dark Stucco-Black, 140, 11, 63, -55
Other, Nike LeBron XIV Low Midnight Navy-Metallic Gold, 150, 5, 62, -58.67
Other, Nike Lebron Xiv Low Dark Stucco-Dark Stucco, 150, 3, 63, -58
Other, Nike Lf1 Duckboot '17 Bordeaux-Black, 170, 9, 69, -59.41
Other, Nike Lupinek Flyknit Cargo Khaki, 250, 3, 69, -72.4
Other, Nike Lupinek Flyknit Low Sail-Black-Anthracite, 225, 4, 60, -73.33
Other, Nike M2K Tekno Black Obsidian (W), 100, 37, 125, 25
Other, Nike M2K Tekno Phantom Olive Grey, 100, 630, 145, 45
Other, Nike M2K Tekno White Black Orange (W), 100, 726, 169, 69
Other, Nike M2K Tekno White Pure Platinum (W), 100, 133, 131, 31
Other, Nike Marxman Prm Pure Platinum-Pure Platinum-Pure Platinum, 125, 8, 45, -64
Other, Nike Mercurialx Proximo Ii Ic Total Orange-Bright Ctrs-Hyper Crimson-P, 175, 1, 107, -38.86
Other, Nike Metcon Repper DSX Black, 100, 4, 42, -58
Other, Nike Nsw Tiempo 94 Gym Red-Lt Crmsn, 120, 1, 41, -65.83
Other, Nike Paul Rodriguez Zoom Air Elite White-Sport Red, 280, 5, 111, -60.36
Other, Nike Paul Rodriguze 2 Zoom Air Grey Haze-Black, 100, 2, 108, 8
Other, Nike Presto Fly Black-White-Black, 100, 3, 60, -40
Other, Nike Revolution 4 Black-White-Anthracite, 60, 1, 60, 0
Other, Nike Roshe Nm Flyknit Black-White-Total Orange-Volt, 120, 1, 55, -54.17
Other, Nike Roshe One Hyp Br Gpx Wolf Grey-Whitel-Dark Grey, 95, 1, 92, -3.16
Other, Nike Roshe One University Red-White-Track Red, 90, 1, 75, -16.67
Other, Nike Roshe One White-White, 75, 20, 57, -24
Other, Nike Roshe Run Sneakerboot Gridiron-Dark Obsidian-Pinkfl-Volt, 85, 2, 58, -31.76
Other, Nike Roshe Two Br Arctic Orange-Arctic Orange, 100, 3, 48, -52
Other, Nike Rosherun Nm Br Light Retro-White Violent, 95, 2, 50, -47.37
Other, Nike Sb Zoom Dunk High Pro Black-Black-White-Clear, 100, 18, 70, -30
Other, Nike Sock Dart Br Black-Black-Black, 140, 7, 77, -45
Other, Nike Sock Dart Br Trooper-Trooper-Trooper, 140, 5, 65, -53.57
Other, Nike Sock Dart Kjcrd Black-White, 130, 13, 75, -42.31
Other, Nike Sock Dart Kjcrd White-White-White-Black, 130, 41, 66, -49.23
Other, Nike Sock Dart Kjcrd Wolf Grey-Green, 130, 1, 65, -50
Other, Nike Sock Dart SE Premium Night Maroon, 140, 2, 55, -60.71
Other, Nike Sock Dart Se Premium Black-White-University Red, 140, 5, 53, -62.14
Other, Nike Sock Dart Se Premium Dark Grey-Black-Pure Platinum, 140, 9, 63, -55
Other, Nike Sock Dart Se Premium Midnight Navy-Midnight Navy, 140, 3, 67, -52.14
Other, Nike Solay Thong Dark Grey-White, 22, 1, 31, 40.91
Other, Nike Stefan Janoski Max Hasta-Black-Barely Volt-White, 110, 1, 30, -72.73
Other, Nike Stefan Janoski Max Mid Black-Black-Neptune Green, 130, 4, 65, -50
Other, Nike Tanjun Black-Black-Anthracite, 65, 4, 49, -24.62
Other, Nike Tennis Classic Cs Suede Midnight Navy-Midnight Navy-White, 85, 1, 60, -29.41
Other, Nike Tennis Classic Ultra Flyknit Gym Red, 150, 1, 45, -70
Other, Nike Zoom Mercurial Xi Fk Sail-College Navy-Pale Grey, 200, 15, 65, -67.5
Other, Nike Zoom Mercurial Xl Fk Dark Grey-Pale Grey, 200, 1, 41, -79.5
Other, Nike Zoom Stefan Janoski Cnvs Black-White-Gm Light Brown-Mtlc Gl, 85, 1, 35, -58.82
Other, Nike Zoom Stefan Janoski Cnvs University Red-White, 85, 1, 60, -29.41
Other, Nike Zoom Stefan Janoski Elite Black-Black-White, 110, 1, 66, -40
Other, Nike MAG Back To the Future (2016), --, 2, 24500, 
Other, Nike Mercurial Superfly CR7 Cristiano Ronaldo Quinto Triunfo, --, 11, 414, 
Other, Nike Mercurial Vapor 360 Off-White, --, 208, 470, 
Other, Nike Roshe Run Winter Pack 2014 Antracite, --, 2, 85, 
Other, Nike SFB 8" Boot Jungle Realtree, --, 22, 72, 
Other, Nike Air Presto Essential Wolf Grey-Wolf Grey, 120, 1, 40, -66.67
Other, Nike Roshe Two Flyknit Black-Dark Grey-White-Volt, 130, 2, 100, -23.08
Other, Air Footscape Desert Chukka Cargo Khaki Hyper Jade-Hyper Pink-Umber, --, 1, 49, 
Other, Air Footscape Wvn Mtn City Qs Black Pink Pow, --, 1, 80, 
Other, Air Huarache Black White (W), --, 29, 82, 
Other, Air Huarache City Grand Purple Desert Sand-White (W), --, 8, 77, 
Other, Air Huarache Cool Grey Cool Grey, --, 6, 79, 
Other, Air Huarache Drift Black White, --, 9, 77, 
Other, Air Huarache Drift Blue Nebula Black-Black-White, --, 1, 112, 
Other, Air Huarache Drift Br Clay Green Deep Jungle-Black, --, 1, 80, 
Other, Air Huarache Drift Diffused Blue White, --, 7, 58, 
Other, Air Huarache Drift Fierce Purple White-Black, --, 3, 77, 
Other, Air Huarache Drift Gym Red White-Black-Volt, --, 2, 103, 
Other, Air Huarache Drift Light Bone Black, --, 5, 75, 
Other, Air Huarache Drift Team Red White, --, 9, 65, 
Other, Air Huarache Hot Lava (W), --, 2, 153, 
Other, Air Huarache Light Bone Light Bone, --, 2, 65, 
Other, Air Huarache Obsidian Gym Blue-White, --, 3, 78, 
Other, Air Huarache Ostrich Gum, --, 4, 129, 
Other, Air Huarache Run Barely Volt White Gum Yellow (W), --, 1, 99, 
Other, Air Huarache Run Bright Crimson Bright Crimson (W), --, 1, 60, 
Other, Air Huarache Run Cs Cobblestone Mushroom-Sail (W), --, 1, 90, 
Other, Air Huarache Run Desert Sand Volt-Hot Punch (W), --, 1, 50, 
Other, Air Huarache Run Igloo Wolf Grey-White (W), --, 1, 100, 
Other, Air Huarache Run Phantom Light Bone (W), --, 3, 91, 
Other, Air Huarache Run Prm Black Black-Sail, --, 1, 86, 
Other, Air Huarache Run Prm Light Bone Metallic Cool Grey-Sail, --, 5, 83, 
Other, Air Huarache Run Prm Rust Pink Metallic Red Bronze-Sail, --, 14, 83, 
Other, Air Huarache Run Se Rush Coral Rush Coral (W), --, 2, 50, 
Other, Air Huarache Run Ultra Black Black-Black-White (W), --, 10, 80, 
Other, Air Huarache Run Ultra Black White (W), --, 8, 106, 
Other, Air Huarache Run Ultra Gunsmoke Vast Grey (W), --, 2, 96, 
Other, Air Huarache Run Ultra Navy White, --, 6, 112, 
